,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
402,5,000422.SZ,湖北宜化,2022-08-01,基础化工,农化制品,氮肥,15.68,26.15,24.18,2.89,1.27,170.64,-23.89,-43.92,-3.25,-8.98
403,6,600227.SH,赤天化,2022-08-01,基础化工,农化制品,氮肥,2.53,,,1.78,,42.72,-340.46,-33.22,-7.96,5.86
404,1,600470.SH,六国化工,2004-03-05,基础化工,农化制品,磷肥及磷化工,6.58,136.33,,2.11,,34.32,-640.3,-608.08,3.9,3.1
405,2,002895.SZ,川恒股份,2021-12-13,基础化工,农化制品,磷肥及磷化工,38.3,24.33,18.64,3.15,3.6,232.74,43.5,51.54,46.08,35.28
406,3,603077.SH,和邦生物,2022-08-01,基础化工,农化制品,磷肥及磷化工,2.48,696.09,,1.21,,219.02,-57.93,-73.07,-13.02,-19.13
407,4,600078.SH,澄星股份,2021-12-13,基础化工,农化制品,磷肥及磷化工,11.93,,,4.65,,80.74,141.07,211.08,9.12,9.85
408,5,600096.SH,云天化,2017-07-03,基础化工,农化制品,磷肥及磷化工,36.08,12.33,11.67,2.72,4.43,657.74,6.89,-2.81,-19.53,-21.88
409,6,002312.SZ,川发龙蟒,2021-12-13,基础化工,农化制品,磷肥及磷化工,11.9,42.15,41.23,2.34,1.19,224.64,2.81,-18.69,22.06,16.77
410,7,600331.SH,宏达股份,2022-08-01,基础化工,农化制品,磷肥及磷化工,16.43,1201.92,,13.64,,434.01,-319.29,-228.54,16.63,2.8
411,8,300505.SZ,川金诺,2021-12-13,基础化工,农化制品,磷肥及磷化工,28.56,44.59,21.22,2.84,1.05,78.5,175.61,166.51,27.57,27.91
412,9,600141.SH,兴发集团,2021-12-13,基础化工,农化制品,磷肥及磷化工,37.93,26.45,26.39,1.91,2.6,423.61,0.31,-9.72,7.85,9.07
413,1,002250.SZ,联化科技,2008-06-27,基础化工,农化制品,农药,17.36,151.46,40.42,2.38,0.12,156.22,871.65,1481.94,8.25,5.76
414,2,300575.SZ,中旗股份,2016-12-27,基础化工,农化制品,农药,6.53,265.74,,1.58,0.75,31.15,-622.16,-240.99,5.23,10.59
415,3,301035.SZ,润丰股份,2021-08-04,基础化工,农化制品,农药,81.38,50.77,22.89,3.13,0.93,228.49,160.49,205.62,11.51,14.94
416,4,600389.SH,江山股份,2001-01-10,基础化工,农化制品,农药,25.47,48.88,22.94,2.81,2.16,109.69,147.91,98.18,5.2,6.07
417,5,002942.SZ,新农股份,2018-12-12,基础化工,农化制品,农药,21.23,57.32,38.18,2.69,1.41,33.09,38.91,32.84,10.77,9.7
418,6,603970.SH,中农立华,2017-11-23,基础化工,农化制品,农药,13.64,18.03,20.43,2.37,3.3,36.66,-13.63,-10.06,5.11,3.27
419,7,002258.SZ,利尔化学,2008-07-16,基础化工,农化制品,农药,16.28,60.52,27.22,1.65,2.46,130.31,189.07,191.21,29.31,35.36
420,8,000525.SZ,红太阳,2024-11-19,基础化工,农化制品,农药,5.89,19.78,85.47,2.91,,76.76,-1115.05,-1081.73,-13.87,-11.08
421,9,605033.SH,美邦股份,2021-09-27,基础化工,农化制品,农药,20.94,76.81,95.07,2.48,0.72,28.31,-16.36,-23.81,-2.23,-4.76
422,10,002513.SZ,蓝丰生化,2010-12-13,基础化工,农化制品,农药,7.15,,,69.31,,26.85,58.29,67.87,28.26,40.89
423,11,603086.SH,先达股份,2017-05-18,基础化工,农化制品,农药,8.35,,22.16,1.68,,36.31,3064.55,2561.58,6.11,11.82
424,12,301665.SZ,泰禾股份,2025-04-18,基础化工,农化制品,农药,29.33,49.63,28.27,3.76,2.05,131.99,120.56,72.2,28.69,23.15
425,13,600731.SH,湖南海利,1996-08-02,基础化工,农化制品,农药,7.43,15.64,15.79,1.31,2.69,41.51,-1.24,41.82,-13.36,-7.2
426,14,002391.SZ,长青股份,2010-04-26,基础化工,农化制品,农药,6.4,,,0.98,,41.57,19.27,117.75,11.33,7.28
427,15,603810.SH,丰山集团,2018-09-25,基础化工,农化制品,农药,16.44,,95.39,1.77,,27.18,271.03,235.4,14.29,18.74
428,16,300261.SZ,雅本化学,2017-07-03,基础化工,农化制品,农药,7.1,,,3.41,,68.39,87.81,83.33,6.0,12.31
429,17,002749.SZ,国光股份,2015-03-27,基础化工,农化制品,农药,13.6,17.28,16.9,3.55,7.36,63.42,3.06,6.05,6.09,7.33
430,18,003042.SZ,中农联合,2021-04-13,基础化工,农化制品,农药,18.61,,,2.02,,26.52,20.05,109.85,-1.21,7.39
431,19,300804.SZ,广康生化,2023-07-04,基础化工,农化制品,农药,37.01,78.97,59.75,2.01,,27.39,47.09,32.13,13.53,25.55
432,20,001231.SZ,农心科技,2022-08-26,基础化工,农化制品,农药,24.75,41.28,38.29,2.5,0.61,24.74,13.3,9.58,15.36,13.51
433,21,600596.SH,新安股份,2023-07-06,基础化工,农化制品,农药,12.24,321.34,,1.33,0.82,165.19,-46.21,-47.71,-1.11,-5.07
434,22,300796.SZ,贝斯美,2019-12-18,基础化工,农化制品,农药,9.5,,,1.99,,34.31,1257.94,109.7,14.29,16.57
435,23,002734.SZ,利民股份,2015-02-03,基础化工,农化制品,农药,20.25,118.44,22.94,2.51,1.08,96.36,661.66,747.13,7.62,6.69
436,24,002496.SZ,*ST辉丰,2010-11-17,基础化工,农化制品,农药,1.74,,,1.98,,26.23,-347.45,-67.02,42.7,42.6
437,25,603585.SH,苏利股份,2016-12-21,基础化工,农化制品,农药,20.38,,31.8,1.5,,38.09,1522.38,1128.33,25.39,25.04
438,26,603360.SH,百傲化学,2017-02-13,基础化工,农化制品,农药,30.18,61.73,98.66,14.15,1.42,213.14,-50.83,-44.22,17.88,28.42
439,27,603599.SH,广信股份,2015-05-20,基础化工,农化制品,农药,15.53,18.15,19.5,1.42,1.74,141.36,-9.36,-14.95,-23.69,-17.36
440,28,603639.SH,海利尔,2017-01-19,基础化工,农化制品,农药,14.19,27.36,25.65,1.4,3.43,49.62,6.15,24.27,5.5,8.42
441,29,000553.SZ,安道麦A,1993-12-03,基础化工,农化制品,农药,6.05,,,0.76,,140.95,77.0,91.02,0.72,0.76
442,30,600486.SH,扬农化工,2002-04-25,基础化工,农化制品,农药,72.16,24.33,23.75,2.6,1.28,292.48,2.88,5.6,14.23,9.38
443,1,000902.SZ,新洋丰,2015-06-04,基础化工,农化制品,复合肥,16.71,15.94,13.31,1.82,1.8,209.67,23.43,28.98,8.96,11.63
444,2,002170.SZ,芭田股份,2011-10-10,基础化工,农化制品,复合肥,13.31,31.48,14.44,3.67,3.3,128.8,236.13,203.71,56.5,63.93
445,3,002539.SZ,云图控股,2011-10-10,基础化工,农化制品,复合肥,14.48,21.74,21.58,1.89,1.38,174.88,0.86,12.6,1.1,3.59
446,4,002538.SZ,司尔特,2011-10-10,基础化工,农化制品,复合肥,6.99,19.16,26.85,1.11,1.72,59.66,-37.89,-43.6,5.27,7.15
447,5,002470.SZ,金正大,2011-10-10,基础化工,农化制品,复合肥,2.03,111.76,,3.25,,66.71,-116.36,-146.5,14.44,4.81
448,6,603395.SH,红四方,2024-12-03,基础化工,农化制品,复合肥,31.55,88.05,302.06,5.86,0.37,82.03,-59.02,-47.1,-6.94,-8.18
449,7,002588.SZ,史丹利,2011-10-10,基础化工,农化制品,复合肥,10.82,15.09,12.76,1.7,2.82,124.63,22.71,18.9,17.91,12.66
450,8,002999.SZ,天禾股份,2020-09-10,基础化工,农化制品,复合肥,7.44,116.3,55.06,2.16,1.67,25.86,234.88,46.4,-8.57,-7.14
451,9,002758.SZ,浙农股份,2025-12-03,基础化工,农化制品,复合肥,10.33,14.1,12.25,1.12,2.85,53.59,35.8,23.16,7.66,4.44
452,10,300387.SZ,富邦科技,2021-12-13,基础化工,农化制品,复合肥,9.4,29.03,33.02,1.83,0.74,27.17,-12.29,-12.47,9.19,6.5
453,1,301071.SZ,力量钻石,2021-12-13,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,42.05,54.5,155.87,2.07,0.35,109.44,-73.84,-82.52,-25.36,-36.43
454,2,603826.SH,坤彩科技,2017-04-21,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,17.69,329.81,323.5,5.94,,115.9,1.13,11.93,7.85,7.61
455,3,603612.SH,索通发展,2017-07-25,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,30.58,55.92,21.47,2.71,0.68,152.32,201.81,1568.52,28.66,28.28
456,4,688300.SH,联瑞新材,2023-09-25,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,61.68,59.25,51.98,9.12,0.62,148.94,19.01,18.01,18.76,17.12
457,5,605086.SH,龙高股份,2021-12-13,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,38.5,53.92,61.79,5.4,0.49,68.99,-16.94,22.46,-11.23,9.53
458,6,001296.SZ,长江材料,2021-12-31,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,28.16,34.75,29.61,2.41,1.4,42.12,22.69,5.03,17.0,10.43
459,7,603688.SH,石英股份,2014-11-07,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,42.2,68.53,146.71,3.94,0.45,228.59,-56.81,-58.41,-24.46,-30.13
460,1,600581.SH,八一钢铁,2002-08-23,钢铁,普钢,板材,2.92,,,,,44.76,60.43,3.26,-1.39,-6.73
461,2,600307.SH,酒钢宏兴,2000-12-27,钢铁,普钢,板材,1.89,,,1.74,,118.38,63.48,33.04,-7.77,-10.96
462,3,600019.SH,宝钢股份,2000-12-19,钢铁,普钢,板材,7.22,21.36,16.66,0.77,3.0,1572.67,35.32,7.36,-4.29,-7.28
463,4,000959.SZ,首钢股份,1999-12-30,钢铁,普钢,板材,5.63,92.68,35.76,0.87,0.39,436.6,368.13,66.45,-5.78,-7.35
464,5,000898.SZ,鞍钢股份,1999-12-30,钢铁,普钢,板材,2.56,,,0.52,,239.85,59.87,57.46,-7.78,-12.35
465,6,600010.SH,包钢股份,2001-03-16,钢铁,普钢,板材,2.46,421.0,109.91,2.14,0.08,1114.1,145.03,39.99,-3.58,-11.02
466,7,600126.SH,杭钢股份,1999-12-30,钢铁,普钢,板材,8.61,,,1.49,,290.78,122.52,-213.44,-5.67,-11.54
467,8,000932.SZ,华菱钢铁,1999-12-30,钢铁,普钢,板材,6.27,21.32,15.63,0.78,1.59,433.17,41.72,31.31,-14.96,-17.02
468,9,000761.SZ,本钢板材,1999-12-30,钢铁,普钢,板材,3.76,,,1.78,,154.47,30.6,9.21,-12.47,-12.93
469,10,600782.SH,新钢股份,1999-12-30,钢铁,普钢,板材,3.96,384.64,12.98,0.48,0.25,126.09,162.21,247.2,-12.68,-18.33
470,11,000709.SZ,河钢股份,1999-12-30,钢铁,普钢,板材,2.53,36.97,27.19,0.51,1.19,261.53,44.71,44.75,8.05,12.73
471,12,600569.SH,安阳钢铁,2001-08-27,钢铁,普钢,板材,2.45,,,2.58,,70.37,102.68,103.01,-3.64,-12.09
472,13,600808.SH,马钢股份,1999-12-30,钢铁,普钢,板材,4.07,,,1.3,,313.42,103.3,93.47,-6.41,-11.47
473,14,601003.SH,柳钢股份,2007-03-06,钢铁,普钢,板材,5.12,,24.57,1.45,,131.22,314.5,579.54,-4.33,-8.32
474,15,600022.SH,山东钢铁,2004-07-06,钢铁,普钢,板材,1.65,,,0.94,,176.53,109.64,101.29,-14.77,-18.6
475,16,601005.SH,重庆钢铁,2007-03-07,钢铁,普钢,板材,1.5,,,0.81,,132.78,83.82,80.99,-7.32,-13.26
476,17,600282.SH,南钢股份,2000-09-26,钢铁,普钢,板材,5.63,15.35,12.93,1.29,3.62,347.09,24.12,18.63,-12.19,-14.06
477,1,301522.SZ,上大股份,2024-10-23,有色金属,金属新材料,其他金属新材料,40.05,92.18,131.29,7.87,0.29,148.93,-38.6,-34.67,-4.1,-6.48
478,2,688102.SH,斯瑞新材,2023-09-25,有色金属,金属新材料,其他金属新材料,39.4,267.44,212.5,16.94,0.2,305.53,37.74,33.61,21.74,23.74
479,3,300963.SZ,中洲特材,2021-04-16,有色金属,金属新材料,其他金属新材料,20.49,98.43,122.82,8.52,,93.98,-26.04,-31.04,-14.73,-16.96
480,4,603045.SH,福达合金,2018-05-24,有色金属,金属新材料,其他金属新材料,26.42,78.42,60.07,3.51,0.23,35.78,33.52,-31.94,30.03,33.44
481,5,603978.SH,深圳新星,2017-08-14,有色金属,金属新材料,其他金属新材料,25.46,,,3.55,,53.74,37.02,61.0,25.54,28.91
482,6,688456.SH,有研粉材,2023-09-25,有色金属,金属新材料,其他金属新材料,59.15,103.25,86.75,4.91,0.34,61.31,28.0,21.68,20.8,18.29
483,7,600255.SH,鑫科材料,2021-12-13,有色金属,金属新材料,其他金属新材料,3.82,110.65,163.81,4.76,,68.99,-50.84,-42.16,19.1,17.17
484,8,688190.SH,云路股份,2023-09-25,有色金属,金属新材料,其他金属新材料,98.07,32.6,33.82,4.55,1.46,117.68,-4.96,1.51,5.03,8.28
485,9,603124.SH,江南新材,2025-03-27,有色金属,金属新材料,其他金属新材料,96.0,79.36,67.9,7.79,0.39,139.92,21.95,7.38,18.34,17.4
486,10,000969.SZ,安泰科技,2011-10-10,有色金属,金属新材料,其他金属新材料,24.19,68.24,80.94,4.49,0.83,254.12,-17.19,-33.23,-0.6,-5.29
487,11,300930.SZ,屹通新材,2021-01-28,有色金属,金属新材料,其他金属新材料,31.56,61.95,55.89,3.44,0.32,31.56,13.82,-2.96,53.0,33.68
488,12,605158.SH,华达新材,2023-07-06,有色金属,金属新材料,其他金属新材料,8.44,18.82,26.37,1.75,1.76,43.16,-49.45,-55.93,-3.83,-8.82
489,13,300855.SZ,图南股份,2020-07-30,有色金属,金属新材料,其他金属新材料,40.49,59.98,121.09,8.12,0.62,160.15,-52.21,-51.41,-20.46,-18.16
490,14,000633.SZ,合金投资,2016-07-01,有色金属,金属新材料,其他金属新材料,7.67,252.94,188.04,15.03,,29.54,124.87,44.12,54.61,73.46
491,15,688231.SH,隆达股份,2023-09-25,有色金属,金属新材料,其他金属新材料,30.4,113.51,97.12,2.74,0.8,75.04,18.66,15.53,25.14,15.72
492,16,601137.SH,博威合金,2021-12-13,有色金属,金属新材料,其他金属新材料,19.38,13.15,15.66,1.74,2.28,177.96,-19.76,6.05,6.07,15.21
493,1,300224.SZ,正海磁材,2011-06-08,有色金属,金属新材料,磁性材料,17.16,172.96,121.86,3.16,1.04,159.71,20.46,-24.39,30.54,20.42
494,2,301141.SZ,中科磁业,2023-04-11,有色金属,金属新材料,磁性材料,60.3,451.62,189.16,5.85,0.17,74.79,214.28,271.78,42.91,38.46
495,3,000970.SZ,中科三环,2010-06-02,有色金属,金属新材料,磁性材料,14.01,1418.44,117.96,2.62,0.14,170.32,314.8,160.82,-2.65,-11.17
496,4,600366.SH,宁波韵升,2010-06-02,有色金属,金属新材料,磁性材料,13.9,160.67,50.61,2.5,0.35,152.77,299.04,179.83,7.03,1.85
497,5,300811.SZ,铂科新材,2020-01-07,有色金属,金属新材料,磁性材料,78.0,60.16,59.05,7.8,0.26,226.04,2.48,3.28,6.03,8.11
498,6,300127.SZ,银河磁体,2010-10-21,有色金属,金属新材料,磁性材料,34.93,76.69,63.21,7.62,1.0,112.88,27.55,7.26,3.98,-2.01
499,7,300835.SZ,龙磁科技,2020-06-01,有色金属,金属新材料,磁性材料,76.29,81.92,62.76,7.62,0.25,90.97,34.1,31.82,11.43,6.36
500,8,688786.SH,悦安新材,2023-09-25,有色金属,金属新材料,磁性材料,31.11,63.64,59.34,5.99,0.67,44.74,9.04,3.54,3.19,-0.76
501,9,300748.SZ,金力永磁,2018-10-08,有色金属,金属新材料,磁性材料,36.38,171.95,82.09,7.4,0.82,500.44,161.81,154.81,7.16,4.33
502,10,301622.SZ,英思特,2024-12-11,有色金属,金属新材料,磁性材料,67.17,43.93,47.98,4.99,0.6,77.87,-10.9,38.32,20.94,22.39
503,11,000795.SZ,英洛华,2008-06-03,有色金属,金属新材料,磁性材料,10.17,46.56,47.66,4.44,2.49,115.3,-3.16,0.52,-9.87,-14.73
504,12,603072.SH,天和磁材,2025-01-10,有色金属,金属新材料,磁性材料,41.83,81.23,74.01,5.17,0.36,110.55,12.46,-18.48,-16.86,-25.8
505,13,301323.SZ,新莱福,2023-06-13,有色金属,金属新材料,磁性材料,54.7,39.77,40.43,2.67,1.08,57.76,-2.25,-8.94,8.7,8.27
506,14,688077.SH,大地熊,2023-09-25,有色金属,金属新材料,磁性材料,33.2,119.24,81.53,3.5,0.58,38.01,51.85,27.11,21.99,13.41
507,1,300057.SZ,万顺新材,2021-12-13,有色金属,工业金属,铝,5.95,,,1.03,0.17,53.42,-140.53,-469.0,-13.86,-10.11
508,2,603271.SH,永杰新材,2025-03-18,有色金属,工业金属,铝,49.08,30.22,24.6,3.43,1.03,96.55,30.99,13.62,20.01,18.61
509,3,300328.SZ,宜安科技,2022-08-01,有色金属,工业金属,铝,16.49,11322.9,,10.4,,113.85,-86.02,-919.29,-1.75,-6.95
510,4,601388.SH,怡球资源,2014-02-21,有色金属,工业金属,铝,3.99,473.48,226.43,1.92,,87.83,26.19,-57.11,11.0,10.46
511,5,002160.SZ,常铝股份,2014-02-21,有色金属,工业金属,铝,5.86,93.13,120.26,1.63,,60.52,-28.54,-16.97,9.79,13.63
512,6,603937.SH,丽岛新材,2021-12-13,有色金属,工业金属,铝,12.79,,,1.73,,26.72,-333.66,-339.4,22.69,24.66
513,7,600888.SH,新疆众和,2014-02-21,有色金属,工业金属,铝,8.86,10.34,14.44,1.1,3.05,124.37,-39.15,-38.48,8.22,10.95
514,8,002988.SZ,豪美新材,2020-05-25,有色金属,工业金属,铝,38.27,45.65,52.88,3.57,0.41,95.59,-16.68,-25.74,15.4,14.86
515,9,601677.SH,明泰铝业,2014-02-21,有色金属,工业金属,铝,16.41,11.67,11.72,1.1,1.33,204.06,-0.49,-12.11,9.38,11.0
516,10,600615.SH,鑫源智造,2022-08-01,有色金属,工业金属,铝,12.34,317.94,302.56,3.79,,27.84,9.59,284.45,343.67,388.33
517,11,601600.SH,中国铝业,2014-02-21,有色金属,工业金属,铝,13.44,18.59,16.17,3.23,1.92,2305.63,20.65,0.81,1.57,5.12
518,12,002540.SZ,亚太科技,2014-02-21,有色金属,工业金属,铝,7.72,20.87,23.73,1.78,3.84,96.59,-15.96,-15.46,6.2,4.12
519,13,002501.SZ,利源股份,2021-01-04,有色金属,工业金属,铝,1.95,,,26.26,,69.22,24.16,23.04,-17.15,-46.66
520,14,002824.SZ,和胜股份,2017-01-19,有色金属,工业金属,铝,24.5,94.75,60.92,3.37,0.62,76.24,80.38,45.72,19.05,17.09
521,15,600768.SH,宁波富邦,2014-02-21,有色金属,工业金属,铝,17.37,1486.64,105.2,6.0,0.29,23.23,298.79,194.15,8.45,14.22
522,16,600361.SH,创新新材,2023-07-06,有色金属,工业金属,铝,4.58,17.03,18.52,1.54,1.76,172.03,-10.28,-38.69,-1.38,1.05
523,17,000807.SZ,云铝股份,2014-02-21,有色金属,工业金属,铝,32.8,25.78,22.8,3.64,1.52,1137.49,15.14,9.88,12.47,17.98
524,18,300337.SZ,银邦股份,2014-02-21,有色金属,工业金属,铝,15.37,218.98,1039.89,7.31,0.07,126.33,-41.6,-45.4,18.81,14.21
525,19,605208.SH,永茂泰,2021-03-15,有色金属,工业金属,铝,13.43,118.13,85.64,2.04,0.29,44.31,39.58,-44.27,54.66,51.66
526,20,002578.SZ,闽发铝业,2014-02-21,有色金属,工业金属,铝,4.44,200.61,,2.74,,41.68,-128.51,-81.13,-20.37,-24.89
527,21,002532.SZ,天山铝业,2021-12-13,有色金属,工业金属,铝,18.3,19.01,17.98,3.03,2.17,847.06,8.31,0.51,7.34,11.19
528,22,000612.SZ,焦作万方,2014-02-21,有色金属,工业金属,铝,13.66,27.66,16.85,2.33,0.95,162.85,71.58,49.06,4.03,5.34
529,23,603115.SH,海星股份,2019-08-16,有色金属,工业金属,铝,24.28,36.5,28.79,2.84,2.44,58.73,41.41,30.5,21.45,21.49
530,24,600219.SH,南山铝业,2014-02-21,有色金属,工业金属,铝,6.89,16.38,15.48,1.63,5.66,791.23,8.09,19.95,8.66,10.25
531,25,601702.SH,华峰铝业,2020-09-14,有色金属,工业金属,铝,24.9,20.41,19.95,4.06,1.2,248.63,3.24,2.15,18.63,20.87
532,26,000933.SZ,神火股份,2016-07-01,有色金属,工业金属,铝,32.6,17.02,17.22,3.06,1.52,733.18,-1.38,-16.62,9.5,12.12
533,27,003038.SZ,鑫铂股份,2021-02-24,有色金属,工业金属,铝,17.96,26.0,112.37,1.46,,43.77,-95.12,-75.74,-0.09,-4.11
534,28,603876.SH,鼎胜新材,2018-04-25,有色金属,工业金属,铝,16.99,52.44,41.19,2.16,0.59,157.88,36.61,2.33,11.29,15.94
535,29,002996.SZ,顺博合金,2020-09-04,有色金属,工业金属,铝,8.18,84.21,37.57,1.7,0.6,54.76,49.12,110.56,13.88,11.75
536,30,600595.SH,中孚实业,2021-10-12,有色金属,工业金属,铝,9.18,52.29,31.62,2.21,,367.93,63.25,59.55,-0.6,-3.82
537,31,002379.SZ,宏桥控股,2014-02-21,有色金属,工业金属,铝,29.95,,,5.98,,3902.82,-231.93,-539.64,-20.82,-13.82
538,1,600362.SH,江西铜业,2014-02-21,有色金属,工业金属,铜,58.86,29.27,25.47,2.54,1.86,2038.16,20.85,15.42,0.98,-4.94
539,2,600490.SH,鹏欣资源,2014-02-21,有色金属,工业金属,铜,8.89,,77.35,3.1,,196.73,299.98,396.4,26.83,100.21
540,3,601609.SH,金田股份,2020-04-29,有色金属,工业金属,铜,11.58,43.32,26.25,2.01,0.8,200.18,104.37,203.86,-0.09,2.46
541,4,603993.SH,洛阳钼业,2024-11-19,有色金属,工业金属,铜,23.67,37.42,25.92,6.52,1.08,5064.03,72.61,60.07,-5.99,-7.83
542,5,601168.SH,西部矿业,2021-12-13,有色金属,工业金属,铜,33.39,27.14,25.3,4.5,2.99,795.68,7.8,15.35,31.9,26.59
543,6,000630.SZ,铜陵有色,2014-02-21,有色金属,工业金属,铜,7.66,36.57,55.55,2.9,1.9,1027.17,-35.14,-33.94,14.66,6.39
544,7,601212.SH,白银有色,2023-07-06,有色金属,工业金属,铜,11.36,1041.17,475.57,5.45,0.04,841.18,30.9,-1859.82,5.21,-15.28
545,8,603527.SH,众源新材,2017-09-14,有色金属,工业金属,铜,10.83,26.97,25.29,1.66,1.48,34.33,9.19,46.18,16.29,18.65
546,9,002171.SZ,楚江新材,2014-02-21,有色金属,工业金属,铜,12.99,91.72,37.06,2.43,,210.82,2089.49,48.83,13.29,16.05
547,10,300697.SZ,电工合金,2017-09-14,有色金属,工业金属,铜,18.52,61.31,48.25,6.53,0.75,80.12,38.45,23.31,25.11,16.31
548,11,002203.SZ,海亮股份,2014-02-21,有色金属,工业金属,铜,13.53,44.09,41.39,1.87,1.83,310.07,5.21,15.03,-4.52,1.17
549,12,000878.SZ,云南铜业,2014-02-21,有色金属,工业金属,铜,24.41,43.62,42.64,3.13,0.87,551.62,1.91,24.32,6.73,4.27
550,13,601899.SH,紫金矿业,2021-12-13,有色金属,工业金属,铜,39.16,32.49,22.86,6.2,1.27,10412.54,55.45,54.41,10.33,11.5
551,14,002295.SZ,精艺股份,2014-02-21,有色金属,工业金属,铜,11.67,105.56,240.2,2.16,0.31,29.25,-52.43,-42.95,32.77,38.8
552,15,603979.SH,金诚信,2023-10-18,有色金属,工业金属,铜,75.33,29.67,20.94,4.5,0.6,469.9,60.37,81.29,42.5,47.82
553,16,000737.SZ,北方铜业,2022-08-01,有色金属,工业金属,铜,17.79,55.29,44.85,5.09,0.62,338.85,26.07,5.85,9.56,2.81
554,1,000688.SZ,国城矿业,2014-02-21,有色金属,工业金属,铅锌,27.75,,115.05,8.05,,328.86,765.89,1111.34,24.6,39.74
555,2,600961.SH,株冶集团,2014-02-21,有色金属,工业金属,铅锌,20.72,28.26,20.91,6.07,,222.3,47.51,57.83,11.54,14.89
556,3,000426.SZ,兴业银锡,2014-02-21,有色金属,工业金属,铅锌,53.4,61.98,59.48,10.35,0.13,948.19,4.94,-9.93,24.36,12.5
557,4,600338.SH,西藏珠峰,2014-02-21,有色金属,工业金属,铅锌,18.19,72.43,37.21,3.82,0.3,166.29,99.13,135.08,46.08,53.53
558,5,603132.SH,金徽股份,2022-03-01,有色金属,工业金属,铅锌,16.85,34.55,34.84,5.22,2.49,164.79,0.36,19.62,7.01,10.5
559,6,000751.SZ,锌业股份,2014-08-07,有色金属,工业金属,铅锌,5.85,444.06,138.07,2.62,,94.51,1110.26,99.07,19.19,23.92
560,7,000060.SZ,中金岭南,2014-02-21,有色金属,工业金属,铅锌,7.13,29.27,28.19,1.67,1.03,316.66,5.18,3.12,11.79,1.54
561,8,600497.SH,驰宏锌锗,2014-02-21,有色金属,工业金属,铅锌,9.06,35.33,39.97,2.75,1.77,456.66,-10.18,3.27,17.24,7.67
562,9,600531.SH,豫光金铅,2014-02-21,有色金属,工业金属,铅锌,17.98,26.94,24.89,3.35,1.13,217.43,11.99,15.12,20.12,18.93
563,10,601020.SH,华钰矿业,2022-08-01,有色金属,工业金属,铅锌,32.03,103.68,29.13,6.14,0.12,262.63,423.89,66.79,57.6,35.47
564,11,000603.SZ,盛达资源,2014-02-21,有色金属,工业金属,铅锌,50.99,90.2,68.52,10.69,0.2,351.82,61.97,-15.03,18.29,6.34
565,12,000758.SZ,中色股份,2014-02-21,有色金属,工业金属,铅锌,7.64,37.8,27.82,2.55,0.6,152.07,42.84,40.0,-0.21,6.9
566,13,002114.SZ,罗平锌电,2014-02-21,有色金属,工业金属,铅锌,9.7,,,3.71,,31.37,-36.75,-3964.0,-1.71,-25.97
567,1,001337.SZ,四川黄金,2023-03-10,有色金属,贵金属,黄金,51.05,86.39,51.01,12.38,0.49,214.41,87.36,48.41,49.43,11.92
568,2,600988.SH,赤峰黄金,2014-02-21,有色金属,贵金属,黄金,38.53,41.5,26.95,5.85,0.42,732.23,86.21,55.79,38.91,25.64
569,3,000506.SZ,招金黄金,2022-08-01,有色金属,贵金属,黄金,21.05,,436.35,30.54,,195.56,191.2,181.36,119.51,98.27
570,4,002237.SZ,恒邦股份,2014-02-21,有色金属,贵金属,黄金,18.24,48.6,41.16,2.0,0.62,260.83,20.89,3.53,31.44,5.08
571,5,000975.SZ,山金国际,2019-07-08,有色金属,贵金属,黄金,31.3,39.99,29.91,6.03,1.17,869.11,42.39,48.43,24.23,42.14
572,6,601069.SH,西部黄金,2015-01-29,有色金属,贵金属,黄金,37.6,118.3,74.94,7.52,0.13,342.54,168.04,131.94,106.2,69.01
573,7,002155.SZ,湖南黄金,2014-02-21,有色金属,贵金属,黄金,35.92,66.31,46.45,7.36,0.49,561.3,54.28,49.66,96.26,87.89
574,8,600489.SH,中金黄金,2014-02-21,有色金属,贵金属,黄金,31.56,45.18,34.6,5.24,1.23,1529.81,39.18,54.64,17.23,22.9
575,9,600547.SH,山东黄金,2014-02-21,有色金属,贵金属,黄金,47.69,74.49,45.41,7.42,0.68,2198.48,91.51,102.98,25.04,24.01
576,10,300139.SZ,晓程科技,2022-08-01,有色金属,贵金属,黄金,65.48,385.38,216.93,16.19,,179.42,88.94,114.2,59.66,65.78
577,1,002978.SZ,安宁股份,2021-12-13,有色金属,小金属,其他小金属,37.15,20.59,21.87,2.05,1.34,175.34,-7.28,0.58,18.19,30.94
578,2,002149.SZ,西部材料,2019-07-08,有色金属,小金属,其他小金属,53.96,166.97,295.38,9.19,0.56,263.44,-49.76,-36.03,2.82,-0.35
579,3,688750.SH,金天钛业,2024-11-27,有色金属,小金属,其他小金属,19.5,59.45,109.61,3.68,0.43,90.19,-59.42,-49.71,-31.27,-22.38
