,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
2616,6,000679.SZ,大连友谊,2022-08-01,商贸零售,一般零售,百货,7.33,,,13.23,,26.12,-38.12,-30.86,107.52,135.19
2617,7,002561.SZ,徐家汇,2014-02-21,商贸零售,一般零售,百货,9.06,891.54,916.52,1.73,0.66,37.67,-5.87,325.65,-16.92,-16.44
2618,8,600814.SH,杭州解百,2014-02-21,商贸零售,一般零售,百货,9.8,29.11,36.68,1.95,1.82,72.04,-21.34,-23.48,-3.62,-5.75
2619,9,000715.SZ,中兴商业,2014-02-21,商贸零售,一般零售,百货,6.55,35.26,31.17,1.8,1.17,35.4,23.81,25.08,-0.77,-0.3
2620,10,600712.SH,南宁百货,2014-02-21,商贸零售,一般零售,百货,6.64,,,4.54,,36.17,-94.84,-653.31,-8.46,-2.32
2621,11,600865.SH,百大集团,2017-07-03,商贸零售,一般零售,百货,15.5,43.93,231.52,2.54,1.16,58.32,-81.78,10.64,-6.86,-12.23
2622,12,600693.SH,东百集团,2014-02-21,商贸零售,一般零售,百货,17.18,343.64,324.28,4.23,0.47,149.44,3.04,2.4,2.34,0.11
2623,13,601086.SH,国芳集团,2017-10-13,商贸零售,一般零售,百货,10.32,118.49,82.44,4.32,0.77,68.73,71.34,-32.73,-4.35,-9.95
2624,14,600280.SH,中央商场,2014-02-21,商贸零售,一般零售,百货,3.99,,,7.31,,45.02,-108.99,-191.95,-9.63,-11.96
2625,15,002419.SZ,天虹股份,2017-07-03,商贸零售,一般零售,百货,5.84,88.98,326.42,1.67,1.03,68.26,-47.15,-0.05,-1.86,-1.79
2626,16,000882.SZ,华联股份,2021-12-13,商贸零售,一般零售,百货,1.98,266.6,,0.8,,54.2,-564.85,-171.83,-15.07,-11.54
2627,17,000501.SZ,武商集团,2017-07-03,商贸零售,一般零售,百货,10.37,36.92,36.3,0.73,2.82,79.74,2.98,7.53,-11.64,-12.66
2628,18,600628.SH,新世界,2014-02-21,商贸零售,一般零售,百货,8.18,75.56,76.6,1.25,0.49,52.91,-1.46,-2.29,-1.9,-2.28
2629,19,603123.SH,翠微股份,2014-02-21,商贸零售,一般零售,百货,13.03,,,5.69,,104.08,17.99,14.94,0.86,-4.12
2630,20,600327.SH,大东方,2023-07-06,商贸零售,一般零售,百货,4.69,95.09,,1.31,0.63,41.5,-33.12,-45.33,-4.23,-5.2
2631,21,600857.SH,宁波中百,2018-07-16,商贸零售,一般零售,百货,13.79,,81.47,3.47,,30.93,674.25,194.13,-46.03,-41.94
2632,22,600859.SH,王府井,2021-11-03,商贸零售,一般零售,百货,14.76,61.77,,0.85,0.54,165.89,-71.02,-72.33,-9.3,-11.17
2633,1,002251.SZ,步步高,2024-08-05,商贸零售,一般零售,超市,5.3,11.76,,1.74,,142.5,-88.83,357.71,26.48,24.45
2634,2,000759.SZ,中百集团,2014-02-21,商贸零售,一般零售,超市,7.48,,,4.09,,49.55,-74.83,-79.5,-19.41,-19.13
2635,3,601933.SH,永辉超市,2014-02-21,商贸零售,一般零售,超市,4.75,,,11.68,,431.06,-811.6,-187.38,-22.21,-20.73
2636,4,603708.SH,家家悦,2016-12-20,商贸零售,一般零售,超市,13.53,65.45,57.7,3.82,1.72,86.37,9.43,7.82,-3.81,-3.79
2637,5,605188.SH,国光连锁,2020-08-04,商贸零售,一般零售,超市,21.77,4095.73,1830.94,9.27,0.05,109.36,40.36,4.15,4.22,6.5
2638,6,002697.SZ,红旗连锁,2014-02-21,商贸零售,一般零售,超市,6.16,16.07,16.3,1.79,1.87,83.78,-1.89,5.33,-8.48,-7.3
2639,7,601116.SH,三江购物,2014-02-21,商贸零售,一般零售,超市,20.2,77.62,81.37,3.44,0.99,110.63,-5.42,17.55,0.59,1.3
2640,1,600824.SH,益民集团,2021-12-13,商贸零售,一般零售,多业态零售,4.73,141.12,266.56,2.07,0.38,49.86,-46.39,-43.09,-28.74,-29.03
2641,2,600697.SH,欧亚集团,2014-02-21,商贸零售,一般零售,多业态零售,14.13,,,0.98,0.71,22.48,0.66,0.66,-2.0,0.32
2642,3,603101.SH,汇嘉时代,2023-07-06,商贸零售,一般零售,多业态零售,9.88,79.63,52.49,3.28,0.5,46.48,60.05,62.64,1.18,2.29
2643,4,600858.SH,银座股份,2014-02-21,商贸零售,一般零售,多业态零售,7.06,54.27,94.64,1.36,0.54,36.72,-24.67,-8.33,-2.31,-0.87
2644,5,600785.SH,新华百货,2014-02-21,商贸零售,一般零售,多业态零售,24.4,40.8,41.24,2.42,1.43,55.05,-1.29,-2.52,-1.11,-0.99
2645,6,600827.SH,百联股份,2014-02-21,商贸零售,一般零售,多业态零售,9.23,10.51,67.83,0.83,2.87,164.68,-81.78,14.06,-11.86,-12.63
2646,7,601010.SH,文峰股份,2021-12-13,商贸零售,一般零售,多业态零售,2.7,31.36,46.76,1.17,3.77,49.9,-75.5,-48.19,-14.58,-14.34
2647,8,002356.SZ,赫美集团,2022-01-05,商贸零售,一般零售,多业态零售,4.0,,131.27,8.44,,52.45,262.26,53.93,190.21,375.31
2648,9,000419.SZ,通程控股,2014-02-21,商贸零售,一般零售,多业态零售,6.72,24.31,28.43,1.04,2.23,36.53,-14.89,-26.86,5.68,16.2
2649,10,000417.SZ,合百集团,2023-07-06,商贸零售,一般零售,多业态零售,8.65,35.4,43.78,1.43,1.27,67.46,-17.48,-9.93,-4.33,0.02
2650,11,600778.SH,友好集团,2014-02-21,商贸零售,一般零售,多业态零售,8.38,821.86,426.37,11.35,,26.1,26.33,52.93,-9.79,-8.54
2651,12,600729.SH,重庆百货,2014-02-21,商贸零售,一般零售,多业态零售,24.89,8.34,10.74,1.4,6.11,109.63,7.38,8.74,-10.56,-10.45
2652,13,601366.SH,利群股份,2017-04-19,商贸零售,一般零售,多业态零售,5.07,173.68,312.05,1.17,0.36,47.31,-46.79,-65.94,-4.83,-3.08
2653,14,600838.SH,上海九百,2014-02-21,商贸零售,一般零售,多业态零售,12.81,122.18,119.89,3.26,0.25,51.35,2.91,0.24,-3.81,-1.09
2654,15,600694.SH,大商股份,2014-02-21,商贸零售,一般零售,多业态零售,18.55,10.9,12.77,0.73,4.95,63.88,-16.22,-13.57,-8.63,-6.89
2655,1,002818.SZ,富森美,2016-11-16,商贸零售,一般零售,商业物业经营,11.81,12.81,14.22,1.6,8.81,88.39,-12.6,-6.35,-14.35,-11.55
2656,2,000061.SZ,农产品,1999-12-30,商贸零售,一般零售,商业物业经营,9.26,47.84,54.91,2.19,0.65,183.81,-16.31,-11.07,36.11,44.98
2657,3,600605.SH,汇通能源,1999-12-30,商贸零售,一般零售,商业物业经营,28.48,61.77,255.71,4.13,0.49,58.75,-73.29,-74.88,-17.8,-14.05
2658,4,300947.SZ,德必集团,2021-02-24,商贸零售,一般零售,商业物业经营,20.6,91.18,141.9,2.49,,31.13,-54.85,-41.15,-4.01,-4.56
2659,5,600790.SH,轻纺城,1999-12-30,商贸零售,一般零售,商业物业经营,4.0,41.63,70.29,1.01,2.78,58.63,-26.0,-6.49,1.76,8.93
2660,6,000007.SZ,全新好,1999-12-30,商贸零售,一般零售,商业物业经营,11.19,68.71,68.42,21.22,,38.77,7.62,9.44,94.42,146.25
2661,7,000785.SZ,居然智家,1999-12-30,商贸零售,一般零售,商业物业经营,2.99,24.2,42.72,0.9,,186.19,-45.58,-45.52,-3.38,1.54
2662,8,002344.SZ,海宁皮城,2010-02-02,商贸零售,一般零售,商业物业经营,5.07,73.2,85.06,0.78,0.75,65.03,-17.18,-21.9,-0.18,-0.18
2663,9,000058.SZ,深赛格,1999-12-30,商贸零售,一般零售,商业物业经营,9.16,300.25,122.16,5.41,0.14,112.78,143.63,-7.04,-2.12,-6.32
2664,10,600415.SH,小商品城,2002-05-16,商贸零售,一般零售,商业物业经营,15.44,27.55,20.15,3.82,2.14,846.66,48.45,16.78,23.07,13.99
2665,11,603682.SH,锦和商管,2020-04-28,商贸零售,一般零售,商业物业经营,7.07,226.43,53.06,3.52,4.67,33.41,127.98,224.95,-5.89,-5.18
2666,12,600113.SH,浙江东日,1999-12-30,商贸零售,一般零售,商业物业经营,60.01,187.62,175.13,9.95,0.2,252.75,9.13,12.12,2.66,6.23
2667,13,600655.SH,豫园股份,1999-12-30,商贸零售,一般零售,商业物业经营,5.23,162.52,,0.59,3.61,203.58,-142.07,-94.5,-21.33,-30.68
2668,14,601828.SH,美凯龙,2018-01-24,商贸零售,一般零售,商业物业经营,2.64,,,0.27,,114.96,-66.55,-51.63,-18.62,-21.01
2669,1,002416.SZ,爱施德,2014-02-21,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,12.87,27.43,40.52,2.74,3.89,159.5,-35.78,-43.98,-31.46,-34.71
2670,2,000829.SZ,天音控股,2014-02-21,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,10.3,338.59,,3.62,0.1,105.59,-376.06,-739.66,-5.5,-9.26
2671,3,603214.SH,爱婴室,2018-04-10,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,18.54,24.14,23.17,2.23,2.07,25.69,9.28,10.17,10.42,8.31
2672,4,301078.SZ,孩子王,2021-10-21,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,11.14,77.51,54.23,3.38,0.62,140.5,59.29,79.42,8.1,8.64
2673,5,300622.SZ,博士眼镜,2017-03-22,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,30.03,66.03,63.37,8.07,,68.42,5.21,6.97,18.05,14.21
2674,6,300755.SZ,华致酒行,2019-02-12,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,17.43,163.45,,2.49,0.52,72.65,-218.48,-63.75,-34.07,-33.55
2675,7,300022.SZ,吉峰科技,2014-02-21,商贸零售,专业连锁Ⅱ,专业连锁Ⅲ,8.09,,,7.52,,39.98,69.62,177.01,3.47,-0.45
2676,1,301558.SZ,三态股份,2023-10-13,商贸零售,互联网电商,跨境电商,9.35,513.32,2296.11,5.44,,73.76,-25.94,-48.75,0.15,3.27
2677,2,301381.SZ,赛维时代,2023-07-19,商贸零售,互联网电商,跨境电商,22.35,42.12,39.47,3.39,1.12,90.17,7.34,-28.18,20.39,27.96
2678,3,300464.SZ,星徽股份,2015-06-17,商贸零售,互联网电商,跨境电商,6.77,,,22.32,,30.99,106.21,-208.43,-6.23,-9.38
2679,4,002315.SZ,焦点科技,2009-12-31,商贸零售,互联网电商,跨境电商,47.8,33.61,29.75,5.79,2.41,151.64,16.38,26.12,16.29,15.91
2680,5,002640.SZ,跨境通,2011-12-15,商贸零售,互联网电商,跨境电商,3.98,,,7.27,,62.01,5.28,48.34,-4.3,-9.88
2681,6,300592.SZ,华凯易佰,2022-07-12,商贸零售,互联网电商,跨境电商,13.93,33.1,185.99,2.44,0.36,56.33,-73.9,-72.69,10.21,28.97
2682,7,002803.SZ,吉宏股份,2016-07-19,商贸零售,互联网电商,跨境电商,18.99,47.01,32.54,3.34,1.75,85.53,60.11,63.27,29.29,31.79
2683,1,300792.SZ,壹网壹创,2019-10-23,商贸零售,互联网电商,电商服务,42.59,132.79,126.57,3.45,0.23,100.91,3.94,5.83,-13.42,-14.3
2684,2,600539.SH,狮头股份,2022-08-01,商贸零售,互联网电商,电商服务,10.9,,,7.89,,25.07,44.47,109.59,3.3,1.38
2685,3,003010.SZ,若羽臣,2020-10-12,商贸零售,互联网电商,电商服务,34.84,102.59,70.97,13.82,1.35,108.37,81.57,85.6,85.3,67.55
2686,4,301001.SZ,凯淳股份,2021-06-04,商贸零售,互联网电商,电商服务,35.55,212.35,313.11,3.64,1.05,28.44,-92.15,-16.17,-22.81,-21.67
2687,5,301110.SZ,青木科技,2022-03-18,商贸零售,互联网电商,电商服务,77.5,79.21,73.24,4.92,0.52,71.71,10.22,-22.96,26.34,22.75
2688,6,002127.SZ,南极电商,2007-04-25,商贸零售,互联网电商,电商服务,3.23,,,1.9,1.24,79.29,-21.09,-82.52,-17.29,-13.07
2689,7,605136.SH,丽人丽妆,2020-10-14,商贸零售,互联网电商,电商服务,12.19,,,1.99,,48.82,-31.28,-1315.98,-4.09,-13.98
2690,8,300518.SZ,新迅达,2022-08-01,商贸零售,互联网电商,电商服务,20.42,,,5.42,,40.72,66.97,83.24,3.77,42.35
2691,1,301115.SZ,联检科技,2022-09-07,社会服务,专业服务,检测服务,18.1,201.22,108.67,1.32,1.89,33.22,67.12,37.75,6.23,7.93
2692,2,603183.SH,建研院,2017-09-12,社会服务,专业服务,检测服务,4.77,39.33,58.64,1.49,0.52,23.71,-80.47,-83.08,-11.92,-12.06
2693,3,003008.SZ,开普检测,2020-09-30,社会服务,专业服务,检测服务,23.89,29.04,28.42,2.41,4.19,24.85,3.34,3.73,0.17,3.23
2694,4,300416.SZ,苏试试验,2022-08-01,社会服务,专业服务,检测服务,18.5,41.01,39.22,3.53,0.81,94.08,7.14,14.18,8.95,8.09
2695,5,301632.SZ,广东建科,2025-08-19,社会服务,专业服务,检测服务,24.35,95.14,73.16,3.82,,101.92,190.62,2.74,-2.65,-3.95
2696,6,002057.SZ,中钢天源,2023-07-06,社会服务,专业服务,检测服务,10.36,45.34,32.99,2.45,1.2,78.1,41.02,43.07,18.43,16.94
2697,7,301228.SZ,实朴检测,2022-02-11,社会服务,专业服务,检测服务,39.29,,,6.83,,47.15,-5.45,-2.45,-17.87,-15.97
2698,8,300572.SZ,安车检测,2016-12-13,社会服务,专业服务,检测服务,28.58,,,3.69,,65.45,19.52,4.05,-0.17,0.3
2699,9,688757.SH,胜科纳米,2025-04-01,社会服务,专业服务,检测服务,30.7,152.52,148.92,14.03,0.65,123.82,3.59,11.48,31.22,29.03
2700,10,300797.SZ,钢研纳克,2022-08-01,社会服务,专业服务,检测服务,18.08,47.71,43.77,5.47,0.66,69.2,15.08,20.92,11.64,9.24
2701,11,300012.SZ,华测检测,2009-11-06,社会服务,专业服务,检测服务,15.58,28.47,26.57,3.51,0.96,262.18,8.78,7.03,6.96,6.05
2702,12,603060.SH,国检集团,2016-11-16,社会服务,专业服务,检测服务,6.87,27.12,47.27,2.8,1.66,55.23,-42.17,-77.94,3.57,1.31
2703,13,301449.SZ,天溯计量,2025-12-30,社会服务,专业服务,检测服务,77.85,45.72,42.05,4.46,,50.77,11.62,9.83,12.12,11.99
2704,14,300215.SZ,电科院,2011-05-18,社会服务,专业服务,检测服务,9.21,313.63,,3.52,0.05,68.99,-247.44,-718.26,-19.08,-23.95
2705,15,300887.SZ,谱尼测试,2020-09-23,社会服务,专业服务,检测服务,11.65,,,2.22,,63.58,15.07,-4.83,-17.01,-22.43
2706,16,002967.SZ,广电计量,2019-11-15,社会服务,专业服务,检测服务,24.2,40.08,35.09,4.13,1.19,141.12,26.51,22.11,11.86,10.01
2707,17,301508.SZ,中机认检,2023-12-08,社会服务,专业服务,检测服务,32.87,56.12,48.92,3.64,0.64,74.31,17.27,7.24,7.67,1.46
2708,18,300938.SZ,信测标准,2021-02-03,社会服务,专业服务,检测服务,35.2,48.67,45.58,4.72,0.75,85.71,8.33,2.4,8.31,1.35
2709,19,688334.SH,西高院,2023-09-25,社会服务,专业服务,检测服务,23.76,32.89,28.57,2.63,1.56,75.22,21.28,14.09,15.05,11.57
2710,20,301289.SZ,国缆检测,2022-06-29,社会服务,专业服务,检测服务,58.73,60.85,52.48,4.64,0.7,45.81,22.22,13.32,17.05,14.48
2711,1,600826.SH,兰生股份,2006-01-20,社会服务,专业服务,会展服务,12.27,29.41,31.6,2.12,2.25,90.25,-10.51,-30.74,10.0,-6.21
2712,2,300860.SZ,锋尚文化,2020-08-31,社会服务,专业服务,会展服务,28.7,129.48,190.63,1.77,0.73,54.09,-60.81,-33.56,-47.95,-1.79
2713,3,300795.SZ,米奥会展,2019-10-29,社会服务,专业服务,会展服务,14.28,27.51,35.08,7.65,2.33,42.68,-49.17,-61.84,-5.67,-7.43
2714,1,000428.SZ,华天酒店,1996-08-08,社会服务,酒店餐饮,酒店,3.95,,,2.89,,40.25,-39.99,-35.46,-12.52,-17.34
2715,2,301073.SZ,君亭酒店,2021-10-14,社会服务,酒店餐饮,酒店,34.66,267.45,401.41,7.17,0.65,67.4,-45.92,-54.96,0.58,-1.24
2716,3,600258.SH,首旅酒店,2016-07-01,社会服务,酒店餐饮,酒店,17.95,24.86,23.92,1.66,2.01,200.43,4.36,11.08,-1.81,-1.93
2717,4,600754.SH,锦江酒店,1996-10-11,社会服务,酒店餐饮,酒店,28.44,33.29,54.99,1.91,1.33,303.26,-32.52,-56.27,-5.09,-5.31
2718,5,601007.SH,金陵饭店,2007-04-16,社会服务,酒店餐饮,酒店,8.52,99.91,105.45,2.1,0.82,33.23,-7.88,-3.74,-8.59,-7.03
2719,1,002059.SZ,云南旅游,2021-12-13,社会服务,旅游及景区,人工景区,5.4,,,4.26,,54.67,-196.83,-110.85,-58.72,-61.22
2720,2,600593.SH,大连圣亚,2002-07-11,社会服务,旅游及景区,人工景区,40.72,,,21.98,,53.12,-37.27,-229.45,0.38,-7.43
2721,3,600706.SH,曲江文旅,2021-12-13,社会服务,旅游及景区,人工景区,11.01,,113.88,4.42,,28.08,86.26,92.58,-30.68,-30.95
2722,4,600138.SH,中青旅,2021-12-13,社会服务,旅游及景区,人工景区,10.17,45.88,87.75,1.16,0.69,73.61,-21.06,-7.88,13.89,11.84
2723,5,300144.SZ,宋城演艺,2010-12-17,社会服务,旅游及景区,人工景区,9.11,22.8,30.09,2.86,2.19,239.11,-25.22,-27.4,-8.98,-8.3
2724,1,603099.SH,长白山,2014-08-29,社会服务,旅游及景区,自然景区,43.95,82.98,82.1,7.88,0.18,119.7,1.05,-109.75,6.99,-7.44
2725,2,600576.SH,祥源文旅,2023-07-06,社会服务,旅游及景区,自然景区,6.79,48.86,37.18,2.41,,71.6,41.8,54.15,35.29,35.41
2726,3,000558.SZ,天府文旅,2025-03-10,社会服务,旅游及景区,自然景区,5.53,,,6.8,,71.29,-108.64,-1.65,69.32,86.75
2727,4,603136.SH,天目湖,2022-08-01,社会服务,旅游及景区,自然景区,12.42,32.06,32.73,2.47,1.89,33.55,-2.54,4.12,-4.65,-6.49
2728,5,002033.SZ,丽江股份,2021-12-13,社会服务,旅游及景区,自然景区,10.01,26.08,26.13,2.17,3.5,55.0,-0.18,-15.86,3.79,-1.85
2729,6,603199.SH,九华旅游,2015-04-02,社会服务,旅游及景区,自然景区,44.33,26.38,23.02,3.03,1.53,49.06,17.65,23.96,17.4,22.26
2730,7,000430.SZ,*ST张股,2025-12-30,社会服务,旅游及景区,自然景区,7.32,,,22.13,,59.27,65.4,45.6,8.51,11.4
2731,8,600054.SH,黄山旅游,2005-07-01,社会服务,旅游及景区,自然景区,14.39,33.32,37.01,2.22,1.68,104.96,-11.02,-3.87,8.75,12.7
2732,9,002159.SZ,三特索道,2021-12-13,社会服务,旅游及景区,自然景区,16.76,20.93,23.82,2.03,1.49,29.72,-11.07,-11.49,-9.07,-6.16
2733,10,000978.SZ,桂林旅游,2000-05-18,社会服务,旅游及景区,自然景区,7.41,,,3.13,,34.69,425.76,141.94,-0.98,0.33
2734,11,300859.SZ,西域旅游,2020-08-13,社会服务,旅游及景区,自然景区,39.05,69.96,86.74,7.48,0.77,60.53,-14.51,-61.78,6.2,9.59
2735,12,600749.SH,西藏旅游,2019-07-08,社会服务,旅游及景区,自然景区,17.08,232.31,132.75,3.6,,38.77,62.44,181.22,-5.43,-1.49
2736,13,000888.SZ,峨眉山Ａ,1997-10-21,社会服务,旅游及景区,自然景区,14.23,31.96,33.33,2.8,2.32,74.98,-3.98,-8.48,-9.06,-10.07
2737,1,002627.SZ,三峡旅游,2025-09-29,社会服务,旅游及景区,旅游综合,10.01,61.68,79.25,2.34,0.95,72.53,-23.29,17.74,9.48,7.47
2738,2,000524.SZ,岭南控股,2018-07-16,社会服务,旅游及景区,旅游综合,13.04,58.21,108.59,3.84,0.61,87.4,-51.52,24.39,4.4,8.52
2739,3,002707.SZ,众信旅游,2014-02-07,社会服务,旅游及景区,旅游综合,8.27,76.73,164.39,8.77,,81.27,-45.73,-43.64,10.96,9.85
2740,4,000610.SZ,西安旅游,2024-07-31,社会服务,旅游及景区,旅游综合,10.17,,,15.4,,24.08,7.48,12.06,-12.75,-13.54
2741,5,603402.SH,陕西旅游,2026-01-13,社会服务,旅游及景区,旅游综合,166.5,25.16,34.27,4.47,,128.76,-26.93,-28.37,-18.8,-18.99
2742,6,000796.SZ,凯撒旅业,2023-12-21,社会服务,旅游及景区,旅游综合,6.72,,,13.0,,107.77,-47.46,-43.98,6.52,-1.2
2743,1,003032.SZ,*ST传智,2021-01-19,社会服务,教育,培训教育,6.46,,,2.07,,26.0,79.35,78.95,48.83,46.39
2744,2,600661.SH,昂立教育,1999-12-30,社会服务,教育,培训教育,11.09,,,23.62,,31.78,141.11,116.87,12.03,11.84
2745,3,002607.SZ,中公教育,2011-08-17,社会服务,教育,培训教育,2.83,95.02,162.38,21.38,,174.54,-45.31,-46.69,-21.09,-20.21
2746,4,300192.SZ,科德教育,2011-03-29,社会服务,教育,培训教育,19.92,45.2,49.95,6.92,1.0,65.57,-12.98,-15.16,-3.64,-1.15
2747,5,300359.SZ,全通教育,2014-01-28,社会服务,教育,培训教育,5.65,,,6.52,,35.78,-35.52,-153.25,-27.65,-36.58
2748,6,603377.SH,ST东时,2016-02-19,社会服务,教育,培训教育,3.69,,,3.26,,26.38,5.99,-47.0,-24.43,-31.15
2749,7,300338.SZ,ST开元,2012-08-02,社会服务,教育,培训教育,3.85,,,,,15.5,-75.83,-146.22,-19.5,-22.6
2750,8,300688.SZ,创业黑马,2017-08-17,社会服务,教育,培训教育,30.24,,,12.65,,50.62,42.24,65.3,-35.68,-30.09
2751,9,000526.SZ,学大教育,1999-12-30,社会服务,教育,培训教育,38.38,26.03,19.9,4.69,,46.77,31.52,42.18,16.3,18.27
2752,10,600730.SH,中国高科,1999-12-30,社会服务,教育,培训教育,10.63,127.51,737.34,3.48,0.09,62.36,-151.55,-121.11,-34.74,-32.07
2753,11,605098.SH,行动教育,2021-04-28,社会服务,教育,培训教育,46.1,20.47,19.04,6.07,4.88,54.97,10.39,-3.51,0.52,-11.68
2754,1,601288.SH,农业银行,2010-07-22,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,6.7,8.31,8.13,0.87,3.66,23448.86,3.03,2.66,1.97,0.85
2755,2,601658.SH,邮储银行,2019-12-17,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,5.19,7.21,7.15,0.62,4.11,6232.93,0.98,0.85,1.82,1.5
2756,3,601398.SH,工商银行,2006-11-03,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,7.3,7.11,7.09,0.69,4.19,26017.66,0.33,-1.39,2.17,1.57
2757,4,601328.SH,交通银行,2007-05-22,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,6.76,6.38,6.3,0.53,4.46,5973.39,1.9,1.61,1.8,0.77
2758,5,601939.SH,建设银行,2007-10-09,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,8.83,6.88,6.85,0.68,2.1,23099.31,0.62,-1.37,0.82,2.15
2759,6,601988.SH,中国银行,2006-07-12,银行,国有大型银行Ⅱ,国有大型银行Ⅲ,5.4,7.32,7.26,0.66,4.02,17399.47,1.08,-0.85,2.69,3.76
2760,1,601166.SH,兴业银行,2007-02-12,银行,股份制银行Ⅱ,股份制银行Ⅲ,19.38,5.31,5.29,0.51,5.47,4101.36,0.12,0.21,-1.82,-2.29
2761,2,600015.SH,华夏银行,2003-09-19,银行,股份制银行Ⅱ,股份制银行Ⅲ,6.58,3.78,3.86,0.34,6.16,1047.2,-2.86,-7.95,-8.79,-5.86
2762,3,600016.SH,民生银行,2000-12-26,银行,股份制银行Ⅱ,股份制银行Ⅲ,3.84,5.21,5.54,0.3,5.16,1681.24,-6.38,-4.87,6.74,7.83
2763,4,600036.SH,招商银行,2002-04-16,银行,股份制银行Ⅱ,股份制银行Ⅲ,39.71,6.75,6.67,0.94,7.59,10014.8,0.52,0.25,-0.51,-1.72
2764,5,601916.SH,浙商银行,2019-12-03,银行,股份制银行Ⅱ,股份制银行Ⅲ,2.97,5.37,5.85,0.46,5.25,815.7,-9.59,-4.15,-6.78,-5.76
2765,6,000001.SZ,平安银行,1999-12-30,银行,股份制银行Ⅱ,股份制银行Ⅲ,11.09,4.84,4.99,0.49,5.39,2152.12,-3.5,-3.9,-9.78,-10.04
2766,7,601998.SH,中信银行,2007-05-11,银行,股份制银行Ⅱ,股份制银行Ⅲ,7.47,6.06,5.89,0.57,4.82,4156.69,3.02,2.78,-3.46,-2.99
2767,8,601818.SH,XD光大银,2010-08-25,银行,股份制银行Ⅱ,股份制银行Ⅲ,3.32,4.7,4.87,0.4,5.72,1961.64,-3.63,0.55,-7.94,-5.57
2768,9,600000.SH,浦发银行,1999-12-30,银行,股份制银行Ⅱ,股份制银行Ⅲ,10.23,7.53,6.81,0.46,3.64,3407.19,10.21,10.19,1.88,2.62
2769,1,601009.SH,南京银行,2007-07-26,银行,城商行Ⅱ,城商行Ⅲ,11.18,6.85,6.34,0.76,4.43,1382.25,8.06,8.84,8.79,8.64
2770,2,001227.SZ,兰州银行,2022-01-24,银行,城商行Ⅱ,城商行Ⅲ,2.38,7.18,7.14,0.45,2.14,135.56,0.65,0.87,-2.14,-1.86
2771,3,601229.SH,上海银行,2016-11-23,银行,城商行Ⅱ,城商行Ⅲ,9.77,5.89,5.77,0.59,5.32,1388.22,2.77,2.02,4.04,4.18
2772,4,601963.SH,重庆银行,2021-02-19,银行,城商行Ⅱ,城商行Ⅲ,10.89,7.39,6.8,0.69,3.82,378.38,10.19,5.39,10.4,7.0
2773,5,600928.SH,西安银行,2019-03-08,银行,城商行Ⅱ,城商行Ⅲ,3.83,6.65,6.39,0.49,2.61,170.22,5.51,8.59,39.11,43.7
2774,6,601169.SH,北京银行,2007-09-26,银行,城商行Ⅱ,城商行Ⅲ,5.4,4.42,4.34,0.41,3.7,1141.72,0.26,1.12,-1.08,1.02
2775,7,601838.SH,成都银行,2018-02-07,银行,城商行Ⅱ,城商行Ⅲ,16.37,5.4,5.21,0.82,5.44,693.83,5.03,7.29,3.01,5.91
2776,8,600926.SH,杭州银行,2016-11-03,银行,城商行Ⅱ,城商行Ⅲ,16.59,7.08,6.32,0.9,3.98,1202.61,14.53,16.66,1.35,3.9
2777,9,002142.SZ,宁波银行,2007-07-26,银行,城商行Ⅱ,城商行Ⅲ,32.53,7.92,7.32,0.97,3.69,2148.15,8.39,8.23,8.32,7.91
2778,10,601187.SH,厦门银行,2020-11-03,银行,城商行Ⅱ,城商行Ⅲ,7.93,8.07,7.95,0.76,3.78,209.28,0.25,-4.59,3.02,-7.02
2779,11,601577.SH,长沙银行,2018-10-10,银行,城商行Ⅱ,城商行Ⅲ,9.91,5.09,4.86,0.57,6.26,398.54,6.0,5.05,1.29,1.59
2780,12,002948.SZ,青岛银行,2019-01-23,银行,城商行Ⅱ,城商行Ⅲ,5.55,7.58,6.23,0.76,2.88,323.03,15.54,16.05,5.03,7.5
2781,13,002966.SZ,苏州银行,2019-08-09,银行,城商行Ⅱ,城商行Ⅲ,8.39,7.4,6.99,0.76,4.89,375.09,7.12,6.15,2.02,1.81
2782,14,601665.SH,齐鲁银行,2021-06-25,银行,城商行Ⅱ,城商行Ⅲ,5.92,7.31,6.38,0.74,1.85,364.31,15.14,16.48,4.63,5.76
2783,15,601997.SH,贵阳银行,2016-08-23,银行,城商行Ⅱ,城商行Ⅲ,5.85,4.14,4.19,0.34,4.96,213.89,-1.39,-7.2,-13.73,-12.22
