标题,摘要,发布时间,链接
美国众议院议长约翰逊告诉众院共和党成员们 他希望下周一能表决参议院（投票通过并）递交的政府融资立法草案,美国众议院议长约翰逊告诉众院共和党成员们，他希望下周一能表决参议院（投票通过并）递交的政府融资立法草案。,2026-01-31 06:13:51,https://finance.eastmoney.com/a/202601313637459163.html
周六你需要知道的隔夜全球要闻：特朗普相中鹰派老将沃什掌舵美联储 黄金、白银断崖式崩盘；美国公开爱泼斯坦案海量档案；SpaceX上市估值剑指1.5万亿美元,【周六你需要知道的隔夜全球要闻：特朗普相中鹰派老将沃什掌舵美联储 黄金、白银断崖式崩盘；美国公开爱泼斯坦案海量档案；SpaceX上市估值剑指1.5万亿美元】1、美国总统特朗普提名前美联储理事凯文·沃什担任下任美联储主席。这一提名还需获得参议院批准。2、因市场担忧沃什的鹰派立场，贵金属获利抛压激增，黄金、白银出现崩盘式跳水，白银盘中一度暴跌36%，黄金最高跌超12%。现货黄金最终收跌9.52%，报4865美元/盎司。白银收跌26.9%，报84.7美元/盎司。黄金、白银1月仍有12%、18%的涨幅。现货铂金重挫17.59%，1月累涨1.65%。现货钯金重挫14.89%，1月累涨4.66%。,2026-01-31 06:12:34,https://finance.eastmoney.com/a/202601313637459036.html
美联储理事鲍曼表示 劳动力市场面临的下行风险尚未消退,美联储理事鲍曼表示，劳动力市场面临的下行风险尚未消退。,2026-01-31 06:04:25,https://finance.eastmoney.com/a/202601313637458792.html
国际油价30日下跌,【国际油价30日下跌】国际油价30日下跌。截至当天收盘，纽约商品交易所3月交货的轻质原油期货价格下跌21美分，收于每桶65.21美元，跌幅为0.32%；3月交货的伦敦布伦特原油期货价格下跌2美分，收于每桶70.69美元，跌幅为0.03%。,2026-01-31 06:00:28,https://finance.eastmoney.com/a/202601313637458612.html
世卫组织通报印度尼帕病毒感染情况,【世卫组织通报印度尼帕病毒感染情况】世界卫生组织网站30日发布公报，通报近期印度尼帕病毒感染情况。公报说，印方26日向世卫组织报告西孟加拉邦两例经实验室确诊的尼帕病毒感染病例。尚未发现其他病例。,2026-01-31 05:48:20,https://finance.eastmoney.com/a/202601313637456677.html
特斯拉股价逆市走强 SpaceX上市在即曝马斯克整合大棋,【特斯拉股价逆市走强 SpaceX上市在即曝马斯克整合大棋】截至周五（1月30日）美股收盘，三大指数集体下跌，科技巨头多数走低，仅苹果和特斯拉收涨，其中特斯拉股价涨3.32%。前一日有消息称，埃隆·马斯克旗下的SpaceX正探讨与特斯拉进行潜在合并，同时还考虑与同属于马斯克的人工智能初创公司xAI深化战略合作。,2026-01-31 05:43:22,https://finance.eastmoney.com/a/202601313637456419.html
美元指数30日上涨,【美元指数30日上涨】衡量美元对六种主要货币的美元指数当天上涨0.73%，在汇市尾市收于96.989。截至纽约汇市尾市，1欧元兑换1.1865美元，低于前一交易日的1.1951美元；1英镑兑换1.3696美元，低于前一交易日的1.3802美元。1美元兑换154.56日元，高于前一交易日的152.99日元；1美元兑换0.7722瑞士法郎，高于前一交易日的0.7668瑞士法郎；1美元兑换1.3602加元，高于前一交易日的1.3513加元；1美元兑换8.8927瑞典克朗，高于前一交易日的8.8268瑞典克朗。,2026-01-31 05:42:48,https://finance.eastmoney.com/a/202601313637456339.html
穆迪确认以色列Baa1评级 前景展望从负面修订为稳定,穆迪确认以色列Baa1评级，前景展望从负面修订为稳定。,2026-01-31 05:42:10,https://finance.eastmoney.com/a/202601313637456224.html
SpaceX去年营收据悉约为150-160亿美元,【SpaceX去年营收据悉约为150-160亿美元】据报道，SpaceX去年营收约150-160亿美元，星链占SpaceX总收入的50%至80%。SpaceX计划在6月IPO中筹集500亿美元。SpaceX目标保守估值为1.5万亿美元。,2026-01-31 05:33:02,https://finance.eastmoney.com/a/202601313637456116.html
美国财政部下辖国税局（IRS）打算在特朗普政府停摆的第一周让所有工作人员到岗,美国财政部下辖国税局（IRS）打算在特朗普政府停摆的第一周让所有工作人员到岗。,2026-01-31 05:28:31,https://finance.eastmoney.com/a/202601313637455772.html
古特雷斯：联合国面临财政崩溃 资金可能在7月前耗尽,【古特雷斯：联合国面临财政崩溃 资金可能在7月前耗尽】当地时间1月30日，联合国秘书长古特雷斯警告称，由于未缴会费不断累积，联合国的资金可能在7月前耗尽，这个全球机构正面临“迫在眉睫的财政崩溃”。,2026-01-31 05:27:58,https://finance.eastmoney.com/a/202601313637455663.html
CBOE波动率指数上涨0.56点至17.44,CBOE波动率指数上涨0.56点至17.44，创下自1月20日以来的最高收盘点位。,2026-01-31 05:27:33,https://finance.eastmoney.com/a/202601313637455537.html
富时中国A50指数期货夜盘收跌0.30%,富时中国A50指数期货夜盘收跌0.30%，报14910点。,2026-01-31 05:15:50,https://finance.eastmoney.com/a/202601313637455446.html
美国总统特朗普据称将提名Brett Matsumoto担任劳工部下辖劳工统计局（BLS）的局长,美国总统特朗普据称将提名Brett Matsumoto担任劳工部下辖劳工统计局（BLS）的局长。,2026-01-31 05:15:47,https://finance.eastmoney.com/a/202601313637455398.html
标普确认意大利BBB+/A-2评级 前景展望由稳定上修至正面,标普确认意大利BBB+/A-2评级，前景展望由稳定上修至正面。,2026-01-31 05:08:45,https://finance.eastmoney.com/a/202601313637455184.html
纳斯达克中国金龙指数收跌2.36%,【纳斯达克中国金龙指数收跌2.36%】热门中概股多数下跌，纳斯达克中国金龙指数跌2.36%，1月累涨2.69%。哔哩哔哩、理想汽车、小鹏汽车跌超3%，阿里巴巴、网易、百度、京东跌超2%。,2026-01-31 05:08:00,https://finance.eastmoney.com/a/202601313637455077.html
美股三大指数收盘集体下跌,美股三大指数收盘集体下跌，道指跌0.36%，1月累涨1.73%；纳指跌0.94%，1月累涨0.95%；标普500指数跌0.43%，1月累涨1.37%。科技股普跌，AMD跌超6%，英特尔跌超4%。黄金、白银股大幅下挫，全球最大白银ETF--iShares Silver Trust跌28%，科尔黛伦矿业跌超16%，金田跌超14%。,2026-01-31 05:06:33,https://finance.eastmoney.com/a/202601313637454987.html
刚果（金）东部鲁巴亚钽矿坍塌事故致200多人死亡,刚果（金）东部鲁巴亚钽矿坍塌事故致200多人死亡。,2026-01-31 05:04:06,https://finance.eastmoney.com/a/202601313637454862.html
美国参议院多数党领袖图恩表示 参议院周五将表决修订版拨款协议,美国参议院多数党领袖图恩表示，参议院周五将表决修订版拨款协议。,2026-01-31 04:48:35,https://finance.eastmoney.com/a/202601313637454163.html
以色列官员向美方提供伊朗导弹计划情报,【以色列官员向美方提供伊朗导弹计划情报】本周稍早前，以色列国防军情报局局长什洛米·宾德尔在访问华盛顿期间，向美国提供了以色列掌握的情报信息，其中包括伊朗恢复弹道导弹计划的相关信息。据悉，以色列预计，美国总统特朗普在下令对伊朗发动袭击前，会先尝试各种谈判手段。,2026-01-31 04:45:44,https://finance.eastmoney.com/a/202601313637454071.html
格陵兰岛自治政府总理：尚未达成任何协议,【格陵兰岛自治政府总理：尚未达成任何协议】哥本哈根消息：格陵兰岛自治政府总理延斯-弗雷德里克·尼尔森在格陵兰广播公司30日播发的采访中说，尚未达成有关格陵兰岛的任何协议，局势仍充满挑战。,2026-01-31 04:39:46,https://finance.eastmoney.com/a/202601313637453737.html
伊朗最高领袖顾问：已掌握敌方作战计划 将适时发动打击,【伊朗最高领袖顾问：已掌握敌方作战计划 将适时发动打击】当地时间1月30日，伊朗最高领袖哈梅内伊的政治顾问阿里·沙姆哈尼称，现在绝对首要任务是做好充分准备，以遏制任何威胁。,2026-01-31 04:31:42,https://finance.eastmoney.com/a/202601313637453839.html
杰夫·贝索斯旗下蓝色起源公司将新谢泼德火箭项目暂停两年,杰夫·贝索斯旗下蓝色起源公司将新谢泼德火箭项目暂停两年。,2026-01-31 04:25:12,https://finance.eastmoney.com/a/202601313637453628.html
美联储理事米兰表示 特朗普从未要求他在货币政策方面做任何事情,美联储理事米兰表示，特朗普从未要求他在货币政策方面做任何事情。,2026-01-31 04:14:24,https://finance.eastmoney.com/a/202601313637453332.html
赴港与回A双向流动A+H阵营持续扩容,【赴港与回A双向流动A+H阵营持续扩容】1月30日，随着澜起科技启动招股，港股市场上出现澜起科技、国恩科技、大族数控、牧原股份4家A股龙头公司同场招股的盛况。在A股公司赴港上市之际，智谱、中国宏桥、越疆、光大环境等港股公司正以多元路径加速A股上市。随着上市公司双向流动更加频繁，两地资本市场呈现出加速融合的发展态势。,2026-01-31 04:06:41,https://finance.eastmoney.com/a/202601313637438134.html
参议院民主党党鞭Durbin就凯文·沃什发表声明 质疑沃什是否有“胆量”指出特朗普的政策错误,参议院民主党党鞭Durbin就凯文·沃什发表声明，质疑沃什是否有“胆量”指出特朗普的政策错误。,2026-01-31 03:46:59,https://finance.eastmoney.com/a/202601313637451052.html
阿根廷政府宣布部分省份因火灾进入紧急状态,【阿根廷政府宣布部分省份因火灾进入紧急状态】阿根廷政府30日发布紧急法令，宣布该国丘布特省、里奥内格罗省、内乌肯省和拉潘帕省因受森林火灾影响进入为期一年的紧急状态。该法令还授权国家安全部下属联邦紧急事务局负责协调灭火、援助民众及支持各省进行社会和生产恢复等。阿根廷国家安全部29日宣布拨款超过1000亿阿根廷比索（约合6900万美元），用于加强国家志愿消防员系统的运作能力。,2026-01-31 03:44:19,https://finance.eastmoney.com/a/202601313637450994.html
特朗普：已向伊朗告知达成协议的最后期限,【特朗普：已向伊朗告知达成协议的最后期限】美国总统特朗普30日称，伊朗希望同美国达成协议，他已向伊朗方面告知达成协议的最后期限。特朗普当天在白宫签署一项行政令时回答媒体提问。被问及是否有达成协议的最后期限时，特朗普称已同伊方沟通，但没有透露具体日期，说“只有他们自己知道”。,2026-01-31 03:43:20,https://finance.eastmoney.com/a/202601313637450894.html
美国天然气期货日内涨12.00%,美国天然气期货日内涨12.00%，现报4.389美元/百万英热。,2026-01-31 03:41:37,https://finance.eastmoney.com/a/202601313637450798.html
美联储穆萨莱姆表示 沃什完全可以胜任美联储主席一职,美联储穆萨莱姆表示，沃什完全可以胜任美联储主席一职。,2026-01-31 03:36:40,https://finance.eastmoney.com/a/202601313637450494.html
据报道 参议员沃伦周五致信沃什 询问沃什是否支持美国司法部对鲍威尔和库克的调查,据报道，参议员沃伦周五致信沃什，询问沃什是否支持美国司法部对鲍威尔和库克的调查。,2026-01-31 03:24:34,https://finance.eastmoney.com/a/202601313637450352.html
委内瑞拉外交部：美对古巴相关措施直接侵犯贸易自由,【委内瑞拉外交部：美对古巴相关措施直接侵犯贸易自由】当地时间1月30日，委内瑞拉外交部发表声明，强烈反对美国针对古巴发布的行政命令。声明称，该举措意在对同古巴保持正当经贸往来的国家实施惩罚性制裁。,2026-01-31 03:08:20,https://finance.eastmoney.com/a/202601313637449473.html
特朗普称希望与伊朗达成协议,特朗普称希望与伊朗达成协议。,2026-01-31 03:04:30,https://finance.eastmoney.com/a/202601313637449318.html
恒生指数主连夜盘收跌0.62%,恒生指数主连夜盘收跌0.62%，报27330点。恒生科技指数主连夜盘收跌0.94%，报5685点。,2026-01-31 03:00:57,https://finance.eastmoney.com/a/202601313637448720.html
据报道 苹果公司近期又有多名人工智能研究人员和Siri团队高管离职,据报道，苹果公司近期又有多名人工智能研究人员和Siri团队高管离职。,2026-01-31 02:58:57,https://finance.eastmoney.com/a/202601313637448550.html
墨西哥主要股票指数下跌逾2%,墨西哥主要股票指数下跌逾2%。,2026-01-31 02:57:21,https://finance.eastmoney.com/a/202601313637448435.html
贵金属市场抛压暂缓 黄金、白银均从底部反弹,【贵金属市场抛压暂缓 黄金、白银均从底部反弹】贵金属市场抛售暂告段落，黄金、白银均从底部反弹。截至目前，现货黄金跌9.78%，报4851.42美元/盎司；现货白银跌28.30%，报82.73美元/盎司。此前，现货白银最高跌超36%，现货黄金最高跌超12%。,2026-01-31 02:56:03,https://finance.eastmoney.com/a/202601313637448357.html
现货白银向下跌破74美元/盎司,【现货白银向下跌破74美元/盎司】现货白银向下跌破74美元/盎司，日内下跌36.22%。,2026-01-31 02:42:00,https://finance.eastmoney.com/a/202601313637448021.html
民主党参议员沃伦：沃什并非他们需要的美联储主席人选,民主党参议员沃伦表示，沃什并非他们需要的美联储主席人选。,2026-01-31 02:36:16,https://finance.eastmoney.com/a/202601313637448133.html
特朗普：美正计划重建“传统意义上的战列舰”,【特朗普：美正计划重建“传统意义上的战列舰”】当地时间1月30日，美国总统特朗普表示，伊朗当前局势“相当严峻”。他已明确警告伊朗，对方随后选择退让，这显示相关方面“确实希望达成协议”。,2026-01-31 02:32:50,https://finance.eastmoney.com/a/202601313637448251.html
美联储官员穆萨莱姆：此时降低利率是不明智的,【美联储官员穆萨莱姆：此时降低利率是不明智的】美联储官员穆萨莱姆表示，此时降低利率是不明智的。就业市场显著恶化的风险降低，如果出现就业市场走弱的新证据，可能会支持降息。短期内通胀不太可能加速，如果通胀预期降至目标水平，可能会支持降息。预计美国2026年经济增长将达到或超过趋势水平。,2026-01-31 02:31:59,https://finance.eastmoney.com/a/202601313637448674.html
瑞典克朗兑美元下跌1% 至盘中低点8.8941,瑞典克朗兑美元下跌1%，至盘中低点8.8941。,2026-01-31 02:25:57,https://finance.eastmoney.com/a/202601313637447095.html
美联储隔夜逆回购协议周五使用规模为96.29亿美元 上个交易日报28.52亿美元,美联储隔夜逆回购协议（RRP）周五使用规模为96.29亿美元（交易对手8家），上个交易日报28.52亿美元。,2026-01-31 02:24:08,https://finance.eastmoney.com/a/202601313637446980.html
标普500指数跌幅扩大至1%,标普500指数跌幅扩大至1%。,2026-01-31 02:23:25,https://finance.eastmoney.com/a/202601313637446861.html
现货黄金日内跌幅扩大至12% 报4705.29美元/盎司,现货黄金日内跌幅扩大至12%，报4705.29美元/盎司。,2026-01-31 02:22:38,https://finance.eastmoney.com/a/202601313637446788.html
现货白银向下跌破76美元/盎司 日内下跌34.36%,现货白银向下跌破76美元/盎司，日内下跌34.36%。,2026-01-31 02:21:58,https://finance.eastmoney.com/a/202601313637446687.html
美联合健康集团高管枪杀案嫌疑人将不会面临死刑,【美联合健康集团高管枪杀案嫌疑人将不会面临死刑】当地时间1月30日，美国纽约一名联邦法官驳回了针对被控枪杀联合健康集团高管布莱恩·汤普森的嫌疑人路易吉·曼吉奥内可适用死刑的相关指控，其中包括谋杀指控和武器相关指控，这意味着死刑不再作为该案的量刑选项。,2026-01-31 02:21:02,https://finance.eastmoney.com/a/202601313637446419.html
现货白银向下跌破78美元/盎司 日内下跌32.44%,现货白银向下跌破78美元/盎司，日内下跌32.44%。,2026-01-31 02:20:09,https://finance.eastmoney.com/a/202601313637446325.html
现货白银日内跌幅扩大至30%,【现货白银日内跌幅扩大至30%】恐慌性抛售席卷贵金属市场，现货白银日内跌幅扩大至30%，报80.67美元/盎司。现货黄金日内跌幅扩大至11%，报4788美元/盎司。,2026-01-31 02:17:45,https://finance.eastmoney.com/a/202601313637444544.html
现货铂金跌超20% 目前报约2100美元/盎司,现货铂金跌超20%，目前报约2100美元/盎司。,2026-01-31 02:15:38,https://finance.eastmoney.com/a/202601313637443437.html
现货白银向下跌破82美元/盎司 日内下跌29.46%,现货白银向下跌破82美元/盎司，日内下跌29.46%。现货黄金向下跌破4800美元，日内下跌10.76%。,2026-01-31 02:11:55,https://finance.eastmoney.com/a/202601313637442529.html
哥伦比亚中央银行将贷款利率上调至10.25% 此前为9.25%,哥伦比亚中央银行将贷款利率上调至10.25%，此前为9.25%。,2026-01-31 02:06:42,https://finance.eastmoney.com/a/202601313637441834.html
美国本周石油钻井总数411口 前值411口,美国本周石油钻井总数411口，前值411口。,2026-01-31 02:01:54,https://finance.eastmoney.com/a/202601313637441715.html
受严寒天气影响 美载人绕月飞行任务被推迟,【受严寒天气影响 美载人绕月飞行任务被推迟】美国国家航空航天局表示，受发射场接近冰点的低温天气影响，已决定推迟“阿耳忒弥斯”计划的首次载人绕月任务。据悉，原定进行的关键火箭加注测试因寒冷天气被取消，“阿耳忒弥斯2号”任务的发射时间调整为不早于2月8日，较原计划推迟两天。美国国家航空航天局表示，如再出现延误，发射窗口将按天顺延，任务时间可能被推入3月。,2026-01-31 02:01:21,https://finance.eastmoney.com/a/202601313637441667.html
纳斯达克中国金龙指数跌幅扩大 现跌2.0%,纳斯达克中国金龙指数跌幅扩大，现跌2.0%，最新报7760.17点。,2026-01-31 02:00:28,https://finance.eastmoney.com/a/202601313637441568.html
现货白银向下跌破85美元/盎司 日内下跌26.48%,现货白银向下跌破85美元/盎司，日内下跌26.48%。,2026-01-31 01:56:37,https://finance.eastmoney.com/a/202601313637441444.html
LME期铜收跌460美元,【LME期铜收跌460美元】LME期铜收跌460美元，报13158美元/吨。LME期铝收跌74美元，报3144美元/吨。LME期锌收跌10美元，报3402美元/吨。LME期铅收跌5美元，报2009美元/吨。LME期镍收跌415美元，报17954美元/吨。LME期锡收跌3129美元，报51955美元/吨。LME期钴收平，报56290美元/吨。,2026-01-31 01:55:52,https://finance.eastmoney.com/a/202601313637441337.html
现货白银重挫25% 现货黄金跌超10%,【现货白银重挫25% 现货黄金跌超10%】贵金属市场突现资金踩踏式出逃，现货白银日内跌幅扩大至25%，报86.69美元/盎司。现货黄金报4839美元/盎司，日内下跌超10%。,2026-01-31 01:53:20,https://finance.eastmoney.com/a/202601313637441173.html
现货白银日内跌幅扩大至23% 报89.2美元/盎司,现货白银日内跌幅扩大至23%，报89.2美元/盎司。,2026-01-31 01:41:49,https://finance.eastmoney.com/a/202601313637438917.html
现货黄金向下跌破4900美元 日内下跌8.88%,现货黄金向下跌破4900美元，日内下跌8.88%。,2026-01-31 01:32:31,https://finance.eastmoney.com/a/202601313637437580.html
证监会：全力巩固资本市场稳中向好势头,【证监会：全力巩固资本市场稳中向好势头】1月30日，证监会党委书记、主席吴清召开座谈会，与部分境内外上市公司代表深入交流，充分听取意见建议。吴清表示，上市公司是资本市场之基，要专注主业、完善治理，努力提升发展质量，增强回报投资者能力，为资本市场高质量发展提供坚实支撑。,2026-01-31 01:32:28,https://finance.eastmoney.com/a/202601313637438396.html
普京会见伊朗最高领袖顾问,【普京会见伊朗最高领袖顾问】据CCTV国际时讯报道，俄罗斯总统新闻秘书佩斯科夫当地时间1月30日称，俄罗斯总统普京在克里姆林宫会见了伊朗最高领袖哈梅内伊的顾问阿里·拉里贾尼。,2026-01-31 01:30:18,https://finance.eastmoney.com/a/202601313637437224.html
特朗普在谈到美国司法部对鲍威尔的调查时表示：翻新工程不是无能就是盗窃,特朗普在谈到美国司法部对鲍威尔的调查时表示，（美联储总部）翻新工程不是无能就是盗窃。,2026-01-31 01:27:01,https://finance.eastmoney.com/a/202601313637437048.html
国际油价跌超1%,【国际油价跌超1%】布伦特原油期货跌幅扩大至1%，报68.846美元/桶。WTI原油期货跌幅扩大至1%，报64.707美元/桶。,2026-01-31 01:25:55,https://finance.eastmoney.com/a/202601313637436959.html
美国总统特朗普表示：沃什并未承诺降息 但他想要降息,美国总统特朗普表示，沃什并未承诺降息，但他想要降息。要求沃什降息可能不太合适。,2026-01-31 01:20:04,https://finance.eastmoney.com/a/202601313637436677.html
现货白银向下跌破91美元/盎司 日内下跌21.29%,现货白银向下跌破91美元/盎司，日内下跌21.29%。,2026-01-31 01:13:45,https://finance.eastmoney.com/a/202601313637436529.html
沪银期货主力合约日内触及跌停,【沪银期货主力合约日内触及跌停】沪银期货主力合约日内触及跌停，报24832元/千克，跌幅17%。,2026-01-31 01:12:19,https://finance.eastmoney.com/a/202601313637436425.html
道指跌幅扩大至1% 纳指跌0.9%,道指跌幅扩大至1%，纳指跌0.9%。,2026-01-31 01:06:53,https://finance.eastmoney.com/a/202601313637435716.html
沪铜夜盘收跌超4.7%,【沪铜夜盘收跌超4.7%】国际铜夜盘收跌4.60%，沪铜收跌4.75%，沪铝收跌2.82%，沪锌收跌2.07%，沪铅收跌0.79%，沪镍收跌3.75%，沪锡收跌6.56%。氧化铝夜盘收涨1.04%，铝合金收跌2.60%。不锈钢夜盘收跌3.05%。,2026-01-31 01:03:16,https://finance.eastmoney.com/a/202601313637435629.html
“伊斯兰国”宣称对尼日尔首都机场遭袭事件负责,【“伊斯兰国”宣称对尼日尔首都机场遭袭事件负责】极端组织“伊斯兰国”在当地时间1月30日的一份声明中宣称对尼日尔首都机场遭袭事件负责。尼日尔国防部29日晚宣布，首都尼亚美迪奥里·哈马尼国际机场区域当天遭到“恐怖袭击”，尼国防与安全部队进行反击，打死至少20名雇佣兵，并抓获11人。,2026-01-31 00:58:46,https://finance.eastmoney.com/a/202601313637435568.html
美国天然气3月合约涨幅扩大至10%,美国天然气3月合约涨幅扩大至10%。,2026-01-31 00:58:06,https://finance.eastmoney.com/a/202601313637435425.html
现货白银日内跌幅扩大至20% 报92.13美元/盎司,现货白银日内跌幅扩大至20%，报92.13美元/盎司。,2026-01-31 00:52:04,https://finance.eastmoney.com/a/202601313637434375.html
新任美联储主席提名人选 为什么是他？,【新任美联储主席提名人选 为什么是他？】新任美联储主席提名人选终于揭晓。据新华社报道，美国总统特朗普30日提名美联储前理事凯文·沃什为下任美联储主席，这一提名还需获得参议院批准。消息传出后，市场震荡。1月30日美股盘前，美股股指期货集体下挫。,2026-01-31 00:44:09,https://finance.eastmoney.com/a/202601303637443233.html
欧洲主要股指收盘集体上涨,【欧洲主要股指收盘集体上涨】欧洲主要股指收盘集体上涨，德国DAX30指数涨幅1.11%，报24562.02点；英国富时100指数涨幅0.56%，报10228.90点；法国CAC40指数涨幅0.68%，报8126.53点；欧洲斯托克50指数涨幅1.00%，报5950.66点。,2026-01-31 00:43:37,https://finance.eastmoney.com/a/202601313637431132.html
现货白银日内跌幅扩大至19% 报93.41美元/盎司,现货白银日内跌幅扩大至19%，报93.41美元/盎司。,2026-01-31 00:39:11,https://finance.eastmoney.com/a/202601313637430652.html
现货白银日内跌幅扩大至18% 报94.32美元/盎司,现货白银日内跌幅扩大至18%，报94.32美元/盎司。,2026-01-31 00:35:46,https://finance.eastmoney.com/a/202601313637430468.html
排队抢金与理性观望交织 实探北京菜百黄金投资群像,【排队抢金与理性观望交织 实探北京菜百黄金投资群像】寒风料峭的北京冬日清晨，位于西城区的北京菜市口百货股份有限公司门前已人头攒动、暖意渐生。《证券日报》记者注意到，彼时距离门店开门营业还有一段时间，但已有数十位投资者裹着厚外套在门外排队，只为尽早入场选购中意的黄金类商品。,2026-01-31 00:35:13,https://finance.eastmoney.com/a/202601313637476628.html
美联储理事米兰表示：美国目前不存在通胀问题,【美联储理事米兰表示：美国目前不存在通胀问题】美联储理事米兰表示，美国目前不存在通胀问题；美国失业率大约偏高0.5个百分点；不认为PPI对PCE预期产生了实质性影响。,2026-01-31 00:34:24,https://finance.eastmoney.com/a/202601313637430351.html
美国参议院少数党领袖舒默表示：如果美国司法部不撤销针对美联储主席鲍威尔的调查行动 那么共和党人就不得推进沃什的提名事宜,美国参议院少数党领袖舒默表示，如果美国司法部不撤销针对美联储主席鲍威尔的调查行动，那么共和党人就不得推进沃什的提名事宜。,2026-01-31 00:33:06,https://finance.eastmoney.com/a/202601313637430270.html
美联储理事米兰：放松管制将使美联储能够缩减资产负债表,【美联储理事米兰：放松管制将使美联储能够缩减资产负债表】美联储理事米兰表示，认为美联储官员会欢迎沃什。必须继续积极推进监管规模优化，放松管制将使美联储能够缩减资产负债表。美联储的预测可以实现现代化。,2026-01-31 00:28:34,https://finance.eastmoney.com/a/202601313637429922.html
世界气象组织：2026年1月全球极端天气频发造成严重损失,【世界气象组织：2026年1月全球极端天气频发造成严重损失】世界气象组织30日发布新闻公报说，今年1月，高温及其引发的火灾、低温和降雪、暴雨和洪水等极端天气事件影响了全球多国，造成严重的经济、环境和人员损失，这再次凸显了加大对天气预警系统投资的重要性。,2026-01-31 00:25:15,https://finance.eastmoney.com/a/202601313637429885.html
美国宣布对伊朗最新制裁措施,【美国宣布对伊朗最新制裁措施】当地时间1月30日，美国财政部下属外国资产控制办公室发布公告，更新与伊朗相关的反恐、反扩散制裁名单，将多名伊朗伊斯兰革命卫队及执法系统高层个人列入“特别指定国民清单”（SDN清单）。,2026-01-31 00:22:41,https://finance.eastmoney.com/a/202601313637429733.html
欧盟考虑以服务禁令取代对俄罗斯石油价格的上限,欧盟考虑以服务禁令取代对俄罗斯石油价格的上限。,2026-01-31 00:13:36,https://finance.eastmoney.com/a/202601313637429677.html
礼来制药计划在美国宾夕法尼亚州工厂开支35亿美元 用于生产下一代减肥药,礼来制药计划在美国宾夕法尼亚州工厂开支35亿美元，用于生产下一代减肥药。,2026-01-31 00:09:12,https://finance.eastmoney.com/a/202601313637428956.html
16宗IPO审理暂停！香港证监会、港交所最新回应！,【16宗IPO审理暂停！香港证监会、港交所最新回应！】1月30日，香港证券及期货事务监察委员会发出通函，表示高度关注在2025年新上市申请激增期间出现的问题，包括部分上市文件的拟备工作存在严重缺失，保荐人或有失当行为，以及其资源管理严重失误。,2026-01-31 00:01:15,https://finance.eastmoney.com/a/202601303637654677.html
缅甸巩发党获省邦议会多数席位,【缅甸巩发党获省邦议会多数席位】缅甸联邦选举委员会当地时间1月30日晚公布大选投票第三阶段省邦议会获选议员名单。根据最新数据，在选举产生的369个省邦议会民选议席中，缅甸联邦巩固与发展党（巩发党）共计获得265个席位，大幅领先其他政党。,2026-01-30 23:55:03,https://finance.eastmoney.com/a/202601303637423717.html
中钢协：2026年继续推进产能治理新机制 着力“控总量、优供给、促平稳、增效益、推转型”,【中钢协：2026年继续推进产能治理新机制 着力“控总量、优供给、促平稳、增效益、推转型”】中国钢铁工业协会第十三次会员大会在北京召开。钢协会长赵民革指出，“十五五”时期，钢铁工业要朝着2030年全面建成全球影响力大、产业独立性强、发展贡献度高的现代化钢铁产业体系的目标稳步前行。2026年是“十五五”开局之年，钢铁行业将坚定信心、向新向优，围绕“1231”行业发展目标，深入实施“提质创品”“能碳提效”“数智转型”三大改造工程，继续推进产能治理新机制、联合重组、“铁资源开发计划”、“钢铁应用拓展计划”，着力“控总量、优供给、促平稳、增效益、推转型”，为实现钢铁工业“十五五”高质量发展开好局、起好步。,2026-01-30 23:53:03,https://finance.eastmoney.com/a/202601303637423483.html
摩根大通开始出售200亿美元EA收购债券中的一部分,摩根大通开始出售200亿美元EA收购债券中的一部分。,2026-01-30 23:49:47,https://finance.eastmoney.com/a/202601303637422951.html
盘后A股上市公司重点业绩公告精选,【盘后A股上市公司重点业绩公告精选】据财联社不完全统计，截至发稿，盘后包括中国神华、中际旭创、寒武纪、新易盛、山东黄金、中国国航、中金公司、中国东航、三六零、海航控股、昆仑万维、上纬新材、广东明珠、菱电电控、博杰股份、科兴制药、湘财股份、同洲电子、志特新材、西部黄金、航天发展、闻泰科技、天地在线、华侨城A、长春高新、深康佳A等多家A股上市公司发布2025年业绩预告。其中，寒武纪公告，2025年预盈18亿元-21亿元。新易盛公告，2025年净利同比预增231%-249%，中际旭创公告，2025年净利同比预增89%-128%。,2026-01-30 23:48:58,https://finance.eastmoney.com/a/202601303637422668.html
快手旗下子公司存多个违法行为 被罚款超2600万元,【快手旗下子公司存多个违法行为 被罚款超2600万元】国家市场监督管理总局集中发布第五批直播电商领域典型案例，成都快购科技有限公司被罚2669.29万元。成都快购科技成立于2019年10月31日，注册资本为5000万元，北京快手科技有限公司持有成都快购科技100%股权。,2026-01-30 23:48:04,https://finance.eastmoney.com/a/202601303637422228.html
波兰电子游戏开发商CD PROJEKT在华沙的股价跌幅高达7.4%,波兰电子游戏开发商CD PROJEKT在华沙的股价跌幅高达7.4%。,2026-01-30 23:41:44,https://finance.eastmoney.com/a/202601303637417959.html
