标题,摘要,发布时间,链接
国轩高科：拟定增募资不超过50亿元 用于年产20GWh动力电池项目等,【国轩高科：拟定增募资不超过50亿元 用于年产20GWh动力电池项目等】国轩高科(002074.SZ)公告称，拟定增募资不超过50亿元，在扣除发行费用后拟全部用于年产20GWh动力电池项目、国轩高科20GWh新能源电池基地项目、新型锂离子电池（20GWh）智造基地项目及补充流动资金。,2026-02-05 18:52:55,https://finance.eastmoney.com/a/202602053642911186.html
英集芯：2025年净利润1.77亿元 同比增长42.81%,【英集芯：2025年净利润1.77亿元 同比增长42.81%】英集芯(688209)2月5日发布业绩快报，2025年度公司实现营业总收入16.12亿元，同比增长12.65%；归属于母公司所有者的净利润1.77亿元，同比增长42.81%；基本每股收益0.41元。,2026-02-05 18:51:37,https://finance.eastmoney.com/a/202602053642911061.html
规模8.3亿元 上海并购私募投资基金三期成立,【规模8.3亿元 上海并购私募投资基金三期成立】2月5日，上海并购私募投资基金三期合伙企业（有限合伙）成立，执行事务合伙人为海通并购（上海）私募基金管理有限公司，出资额为8.3亿元人民币，由国泰海通旗下海通开元投资有限公司、海通并购（上海）私募基金管理有限公司、长芯博创等共同出资。,2026-02-05 18:45:38,https://finance.eastmoney.com/a/202602053642907984.html
史上最长春节档将至 相关股票一览,【史上最长春节档将至 相关股票一览】2026年春节假期有9天，史上最长“春节档”即将来临。截至2月5日，已有七部电影定档春节期间。2月5日，影视院线相关股票有所异动。,2026-02-05 18:45:07,https://finance.eastmoney.com/a/202602053642909629.html
宜家东莞首店开业,【宜家东莞首店开业】2月5日，澎湃新闻获悉，宜家中国又一全新门店落地东莞，也是宜家首次在东莞布局门店。宜家中国总裁兼首席可持续发展官庞安泽在开幕仪式上表示，大湾区是中国最具活力和创新力的区域之一，也是宜家持续深耕的核心市场。未来，期待与广深市场的其他城市门店形成协。,2026-02-05 18:44:59,https://finance.eastmoney.com/a/202602053642906710.html
春运火车票已累计发售超1.1亿张,【春运火车票已累计发售超1.1亿张】记者从中国国家铁路集团有限公司获悉，截至2月5日8时，铁路12306已累计发售春运火车票1.12亿张。,2026-02-05 18:43:24,https://finance.eastmoney.com/a/202602053642906374.html
三江购物：阿里泽泰于1月29日-2月5日减持478.83万股,【三江购物：阿里泽泰于1月29日-2月5日减持478.83万股】三江购物(601116.SH)公告称，阿里泽泰于2025年11月27日至2026年2月5日期间内，累计减持所持公司股份1643.04万股，占公司总股本的3.00%。其中，阿里泽泰于2026年1月29日-2月5日期间通过大宗交易方式减持公司股份478.83万股。,2026-02-05 18:40:54,https://finance.eastmoney.com/a/202602053642904988.html
新问界M7累计交付量突破10万台,【新问界M7累计交付量突破10万台】据问界汽车消息，全新问界M7累计交付量突破10万台。据悉，新款问界M7搭载华为乾崑ADS 4辅助驾驶系统，售价27.98万元起。,2026-02-05 18:39:37,https://finance.eastmoney.com/a/202602053642904073.html
《纯电动商用车换电通用平台 第1部分：车辆》等37项行业标准公开征求意见,【《纯电动商用车换电通用平台 第1部分：车辆》等37项行业标准公开征求意见】工信部就《纯电动商用车换电通用平台第1部分：车辆》等37项行业标准、20项行业标准外文版、12项推荐性国家标准计划项目公开征求意见。,2026-02-05 18:38:34,https://finance.eastmoney.com/a/202602053642905120.html
加拿大丰业银行上调谷歌母公司ALPHABET目标价,加拿大丰业银行将谷歌母公司ALPHABET目标价从375美元上调至400美元。,2026-02-05 18:37:01,https://finance.eastmoney.com/a/202602053642896178.html
《轻工产品数字护照技术要求》标准编制启动 预计2027年初发布实施,【《轻工产品数字护照技术要求》标准编制启动 预计2027年初发布实施】2月5日，《轻工产品数字护照技术要求》标准编制启动暨服务平台上线工作会议在北京举行。记者了解到，《轻工产品数字护照技术要求》旨在为轻工产品赋予“数字身份证”，实现全生命周期数据贯通，为行业智慧化转型奠定基础，预计2027年初发布实施。,2026-02-05 18:33:32,https://finance.eastmoney.com/a/202602053642897965.html
欧盟法院确认成员国有权禁止转基因作物种植,【欧盟法院确认成员国有权禁止转基因作物种植】欧盟最高法院周四裁定，欧盟成员国有权在其领土上禁止种植转基因作物。此前，一位意大利农民不顾该国禁令种植了孟山都公司的MON810转基因玉米。意大利当局责令该农民销毁作物，并处以5万欧元罚款。,2026-02-05 18:25:09,https://finance.eastmoney.com/a/202602053642889289.html
2025年我国机械工业规上企业增加值同比增长8.2%,【2025年我国机械工业规上企业增加值同比增长8.2%】中国机械工业联合会5日发布数据显示，2025年，我国机械工业经济运行呈高位趋缓、稳中有进态势。机械工业规模以上企业增加值同比增长8.2%，增速高于全国工业和制造业2.3个和1.8个百分点。,2026-02-05 18:24:31,https://finance.eastmoney.com/a/202602053642887964.html
欧盟委员会投资3.47亿欧元加强海底电缆安全,【欧盟委员会投资3.47亿欧元加强海底电缆安全】当地时间2月5日，欧盟委员会发布新闻公报称，投资3.47亿欧元用于海底电缆项目，同时推出一套全新的“海底电缆安全工具箱”，其中包含一系列风险缓解措施和一份“欧洲关注的海底电缆项目”清单。,2026-02-05 18:19:18,https://finance.eastmoney.com/a/202602053642886148.html
20CM二连板凯龙高科：布局具身智能赛道 推出的“惠灵嘉”系列机器人和灵巧手操作力智能检测设备等产品仍处于市场开拓阶段,【20CM二连板凯龙高科：布局具身智能赛道 推出的“惠灵嘉”系列机器人和灵巧手操作力智能检测设备等产品仍处于市场开拓阶段】凯龙高科(300912.SZ)发布股票交易异常波动公告称，公司布局具身智能赛道，目前推出的“惠灵嘉”系列机器人和灵巧手操作力智能检测设备等产品仍处于市场开拓阶段，截至目前尚未有收入确认，不会对公司经营业绩产生重大影响。,2026-02-05 18:17:38,https://finance.eastmoney.com/a/202602053642884982.html
倍轻松：实际控制人马学军因涉嫌操纵证券市场被中国证监会立案,【倍轻松：实际控制人马学军因涉嫌操纵证券市场被中国证监会立案】倍轻松(688793.SH)公告称，公司实际控制人马学军于2月4日收到中国证监会的《立案告知书》，因其涉嫌操纵证券市场，根据相关法律法规，中国证监会决定对其立案。,2026-02-05 18:17:02,https://finance.eastmoney.com/a/202602053642884713.html
雅居乐集团：1月预售金额约5.4亿元,"【雅居乐集团：1月预售金额约5.4亿元】雅居乐集团2月5日晚间在港交所公告，公司及其附属公司连同集团合营公司及联营公司以及由集团管理并以“雅居乐”品牌销售的房地产项目于2026年1月的预售金额合计为约人民币5.4亿元而对应建筑面积为约5.4万平方米；平均价为每平方米人民币10,037元。",2026-02-05 18:12:44,https://finance.eastmoney.com/a/202602053642884529.html
汇丰拟淘汰低绩效员工 部分银行家或面临零奖金,【汇丰拟淘汰低绩效员工 部分银行家或面临零奖金】据报道，汇丰控股准备向一些银行家发放极少奖金，甚至不排除奖金为零的情况。知情人士称，该行打算在未来几周发完奖金后，鼓励投资银行和财富管理等部门绩效落后的员工离职。这其中也包括董事总经理级别的员工，不过目前尚无最终决定。,2026-02-05 18:12:44,https://finance.eastmoney.com/a/202602053642884415.html
蔚来美股盘前涨超8.6%,蔚来美股盘前涨超8.6%。,2026-02-05 18:06:38,https://finance.eastmoney.com/a/202602053642876649.html
德国反垄断机构叫停亚马逊定价管控 没收7000万美元违法所得,【德国反垄断机构叫停亚马逊定价管控 没收7000万美元违法所得】德国反垄断监管机构要求亚马逊公司停止在其德国市场上对零售商实施价格控制，并没收亚马逊5900万欧元（约合7000万美元）的违法所得。,2026-02-05 18:05:13,https://finance.eastmoney.com/a/202602053642876475.html
蔚来：预计公司首次录得单季度经调整经营利润,【蔚来：预计公司首次录得单季度经调整经营利润】蔚来在港交所公告，预计公司于2025年第四季度录得经调整经营利润（非公认会计准则）（界定为剔除股权激励费用后的经营利润）介乎约人民币7亿元（约1亿美元）至人民币12亿元（约1.72亿美元），此为公司首次录得单季度经调整经营利润（非公认会计准则）。,2026-02-05 18:04:20,https://finance.eastmoney.com/a/202602053642876236.html
美财长被指在参议院听证会上撒谎,【美财长被指在参议院听证会上撒谎】当地时间2月4日，美国财政部长贝森特出席美国国会众议院金融服务委员会的听证会。美国民主党籍众议员西恩·卡斯滕在会上提到，在贝森特就任财政部长之前，他创立的投资公司曾在给用户的信中写道，“特朗普政府不会实施关税措施”，“关税会引发通胀”；据悉，贝森特在去年的一次参议院听证会上曾直接否认关税会引发通胀。,2026-02-05 18:03:39,https://finance.eastmoney.com/a/202602053642876086.html
金龙汽车：2026年1月客车销量4712辆 同比增长35.32%,【金龙汽车：2026年1月客车销量4712辆 同比增长35.32%】金龙汽车(600686)2月5日公告，2026年1月份，公司客车销售量4712辆，同比增长35.32%。,2026-02-05 18:03:04,https://finance.eastmoney.com/a/202602053642878548.html
蔚来汽车盘前拉升 现涨5%,蔚来汽车(NIO.N)盘前拉升，现涨5%。,2026-02-05 18:02:54,https://finance.eastmoney.com/a/202602053642875973.html
美国一私营公司拟在格陵兰建设超大规模数据中心 CEO系特朗普前幕僚,【美国一私营公司拟在格陵兰建设超大规模数据中心 CEO系特朗普前幕僚】近日，随着美国总统特朗普对格陵兰岛再度表现出浓厚兴趣，一场围绕该岛资源与地缘价值的国际关注持续升温。在此背景下。美国媒体近日披露，一项由特朗普前幕僚推动、计划投资数十亿美元在格陵兰建设超大规模数据中心的项目浮出水面。,2026-02-05 18:01:52,https://finance.eastmoney.com/a/202602053642875513.html
欧元区12月零售销售同比增长1.3% 预期增长1.6%,欧元区12月零售销售同比增长1.3%，预期增长1.6%；12月零售销售环比下降0.5%，预期下降0.2%。,2026-02-05 18:01:13,https://finance.eastmoney.com/a/202602053642875471.html
商务部：2025年农村网络零售额首次突破3万亿元,【商务部：2025年农村网络零售额首次突破3万亿元】据商务大数据监测，2025年农村网络零售额、农产品网络零售额分别为3万亿元、7833.1亿元，同比分别增长6.7%、9.9%。,2026-02-05 17:59:03,https://finance.eastmoney.com/a/202602053642874246.html
10年超100倍空间？人形机器人概念梳理,【10年超100倍空间？人形机器人概念梳理】人形机器人板块，2月5日因贾跃亭的“加入”又活跃了起来，板块中凯龙高科、金杨精密、珠城科技明显上涨。,2026-02-05 17:58:08,https://finance.eastmoney.com/a/202602053642875814.html
腾讯游戏发布寒假限玩日历 推出3款AI工具降低家长管控门槛,【腾讯游戏发布寒假限玩日历 推出3款AI工具降低家长管控门槛】腾讯游戏发布2026年寒假暨春节假期前后未成年人游戏限玩通知，2月5日-3月5日，未成年玩家仅能在可玩游戏日期的20时至21时登录，寒假29天内游戏时长最多15小时。同时，腾讯游戏成长守护平台探索性引入AI技术，降低家长管控门槛。,2026-02-05 17:57:44,https://finance.eastmoney.com/a/202602053642874091.html
金风科技：在欧盟市场各项业务正常开展 运营有序进行,【金风科技：在欧盟市场各项业务正常开展 运营有序进行】金风科技在互动平台表示，目前，金风科技在欧盟市场各项业务正常开展，运营有序进行，并将持续为客户与合作伙伴提供一贯的高质量的服务与支持。,2026-02-05 17:56:12,https://finance.eastmoney.com/a/202602053642873998.html
2025年德国电动汽车产量创历史新高,【2025年德国电动汽车产量创历史新高】德国汽车工业协会4日发布报告显示，2025年德国国内共生产167万辆电动汽车，比上一年增长23%，创历史新高。,2026-02-05 17:55:27,https://finance.eastmoney.com/a/202602053642873778.html
咸亨国际：实控人之一致行动人拟减持公司不超3%股份,【咸亨国际：实控人之一致行动人拟减持公司不超3%股份】咸亨国际(605056)2月5日公告，杭州咸宁投资合伙企业（有限合伙）、杭州万宁投资合伙企业（有限合伙）、杭州弘宁投资合伙企业（有限合伙）、杭州德宁投资合伙企业（有限合伙）、杭州易宁投资合伙企业（有限合伙）拟通过集中竞价和大宗交易合计减持不超过3%的公司股份。,2026-02-05 17:51:15,https://finance.eastmoney.com/a/202602053642871747.html
上期所对部分客户采取限制开仓监管措施,【上期所对部分客户采取限制开仓监管措施】上期所公告，2026年2月5日，6组实际控制关系账户在相关合约上账户组日内开仓交易量超限达到交易所处理标准。上述客户交易行为违反《上海期货交易所异常交易行为管理办法》第16条之规定，交易所决定对相关客户在相应合约上采取限制开仓的监管措施。,2026-02-05 17:43:52,https://finance.eastmoney.com/a/202602053642863731.html
融发核电：全资子公司中标1.01亿元项目,【融发核电：全资子公司中标1.01亿元项目】融发核电公告，公司一级全资子公司烟台台海玛努尔核电设备有限公司于近日收到中广核工程有限公司发来的《中标通知书》，确认烟台台海核电为CW项目1号机组和BZ项目6号机组LOT120Gc（主管道备件）中标单位，中标金额为1.01亿元。,2026-02-05 17:42:33,https://finance.eastmoney.com/a/202602053642865768.html
上交所公布2026年春节休市安排,【上交所公布2026年春节休市安排】2月5日，上交所公布2026年春节休市安排：2月15日（星期日）至2月23日（星期一）休市，2月24日（星期二）起照常开市。另外，2月14日（星期六）、2月28日（星期六）为周末休市。,2026-02-05 17:42:03,https://finance.eastmoney.com/a/202602053642863626.html
南向资金净买近250亿港元，近56亿抢筹腾讯控股,【南向资金净买近250亿港元，近56亿抢筹腾讯控股】南向十大成交股中，腾讯控股、盈富基金、阿里巴巴-W分别获净买入55.78亿港元、45.76亿港元、15.53亿港元。长飞光纤光缆、华虹半导体、中芯国际分别遭净卖出4.57亿港元、3.63亿港元、3.09亿港元。,2026-02-05 17:36:30,https://finance.eastmoney.com/a/202602053642861290.html
协鑫集成：公司暂未获得“太空光伏”领域的相关订单,【协鑫集成：公司暂未获得“太空光伏”领域的相关订单】协鑫集成(002506.SZ)发布股票交易异常波动的公告，截至目前，公司暂未获得“太空光伏”领域的相关订单。该领域未对公司经营业绩产生实质影响，未来是否能够带来业务机会亦存在不确定性。,2026-02-05 17:36:04,https://finance.eastmoney.com/a/202602053642861419.html
广东通信管理局：2026年新增建设5G基站2.1万个、10GPON端口2.6万个,【广东通信管理局：2026年新增建设5G基站2.1万个、10GPON端口2.6万个】广东通信管理局召开2026年全省信息通信行业工作会议。会议强调，2026年是“十五五”规划开局之年，落实工业和信息化部和省委“1310”工作部署，坚决扛起“走在前、作示范、挑大梁”的责任担当，新增建设5G基站2.1万个、10GPON端口2.6万个。,2026-02-05 17:35:08,https://finance.eastmoney.com/a/202602053642860316.html
印度外交部：正在与马来西亚建立政府间半导体多层合作机制,印度外交部表示，正在与马来西亚建立政府间半导体多层合作机制。,2026-02-05 17:32:29,https://finance.eastmoney.com/a/202602053642855171.html
天汽模：筹划购买东实股份股权 股票停牌,【天汽模：筹划购买东实股份股权 股票停牌】天汽模(002510.SZ)公告称，公司正在筹划通过发行股份及支付现金的方式购买东实汽车科技集团股份有限公司股权并募集配套资金，预计构成重大资产重组。公司股票自2026年2月6日起停牌，预计在不超过10个交易日内披露交易方案。,2026-02-05 17:30:56,https://finance.eastmoney.com/a/202602053642854390.html
工信部NVDB提示：防范OpenClaw开源AI智能体安全风险,【工信部NVDB提示：防范OpenClaw开源AI智能体安全风险】近期，工业和信息化部网络安全威胁和漏洞信息共享平台（NVDB）监测发现OpenClaw开源AI智能体部分实例在默认或不当配置情况下存在较高安全风险，极易引发网络攻击、信息泄露等安全问题。,2026-02-05 17:30:15,https://finance.eastmoney.com/a/202602053642853728.html
印度中央证券存管系统故障致部分股票交易结算延迟,【印度中央证券存管系统故障致部分股票交易结算延迟】印度第二大中央证券存管机构——印度国家证券存管有限公司部分客户因技术故障遭遇交易结算延迟。证券经纪商Nirmal Bang Securities Ltd.向客户发送的通知显示，由于存管机构间系统功能异常，客户周二及周三购入的股份尚未完成结算。,2026-02-05 17:28:49,https://finance.eastmoney.com/a/202602053642853094.html
叮咚买菜美股盘前一度涨近10%,叮咚买菜美股盘前短线拉升，一度涨近10%，现涨幅回落至4%。消息面上，美团拟斥资7.17亿美元收购叮咚。,2026-02-05 17:24:03,https://finance.eastmoney.com/a/202602053642847940.html
存储芯片荒难解！惠普等PC大厂据称首次考虑中国大陆供应商,【存储芯片荒难解！惠普等PC大厂据称首次考虑中国大陆供应商】据媒体周四报道，在存储芯片供应紧张威胁产品生产，并推高整个科技行业成本的背景下，全球四家主要的个人电脑（PC）制造商——惠普、戴尔、宏碁和华硕正首次考虑从中国大陆的芯片制造商处采购内存芯片。,2026-02-05 17:22:59,https://finance.eastmoney.com/a/202602053642847117.html
美国电荒引发全球燃气轮机短缺,【美国电荒引发全球燃气轮机短缺】美国数据中心建设热潮引发用电荒，天然气被视为最佳解决方案。全球能源监测机构的全球油气工厂追踪数据显示，截至2026年1月，美国在建天然气发电装机容量超过29吉瓦，一年内翻了一番还多。不过这其中许多项目可能几年内都无法开工，主要就是因为制造商缺乏可用的燃气轮机。,2026-02-05 17:21:56,https://finance.eastmoney.com/a/202602053642845558.html
中汽协：2025年12月汽车零部件产品出口金额达85.3亿美元,【中汽协：2025年12月汽车零部件产品出口金额达85.3亿美元】据中国汽车工业协会整理的海关总署数据显示，2025年12月，汽车零部件产品出口金额达85.3亿美元，环比增长8.2%，同比下降0.8%。,2026-02-05 17:18:57,https://finance.eastmoney.com/a/202602053642841612.html
中汽协：2025年12月汽车零部件产品进口金额达16.3亿美元,【中汽协：2025年12月汽车零部件产品进口金额达16.3亿美元】据中国汽车工业协会整理的海关总署数据显示，2025年12月，汽车零部件产品进口金额达16.3亿美元，环比下降13.6%，同比下降15.9%。,2026-02-05 17:18:38,https://finance.eastmoney.com/a/202602053642841453.html
理想汽车李想：全新理想L9将是具身智能机器人,【理想汽车李想：全新理想L9将是具身智能机器人】理想汽车董事长李想今日在社交媒体上表示，2026年将发布全新理想L9，“不仅是一台车，更是具身智能机器人的开山之作。”财联社记者获悉，理想汽车为此建立了AI公司组织结构，包括算力和数据、基座模型、软件及硬件本体等团队，以形成“造硅基人”的体系能力。,2026-02-05 17:14:57,https://finance.eastmoney.com/a/202602053642840387.html
美团：拟7.17亿美元收购叮咚买菜,【美团：拟7.17亿美元收购叮咚买菜】美团在港交所公告，于2026年2月5日（非交易时段），收购方、转让方及梁昌霖先生订立股份转让协议，据此（其中包括）收购方同意收购，而转让方同意出售转让方所持有目标公司全部已发行股份，初始代价为7.17亿美元（可予调整），惟转让方可从目标集团提取不超过2.80亿美元的资金后，仍需确保目标集团净现金不低于1.50亿美元。叮咚是中国大陆领先的生鲜电商企业，由梁昌霖先生创立及控制，而目标公司为叮咚的直接全资附属公司。收购事项完成后，目标公司将成为本公司的间接全资附属公司，而目标集团的财务业绩将并入本集团的财务报表。,2026-02-05 17:11:22,https://finance.eastmoney.com/a/202602053642835857.html
长芯博创：股东ZHU WEI终止转让公司5.04%股份,【长芯博创：股东ZHU WEI终止转让公司5.04%股份】长芯博创(300548)2月5日公告，因客观条件变化，公司持股5%以上股东ZHU WEI（朱伟）终止向宁波宁聚转让其持有的公司无限售流通股1450万股，占公司总股本的5.04%。,2026-02-05 17:10:59,https://finance.eastmoney.com/a/202602053642834729.html
民爆光电4个交易日累涨107.4% 自然人买入占比达75.81%,【民爆光电4个交易日累涨107.4% 自然人买入占比达75.81%】深交所披露，民爆光电(301362)2月2日至2月5日累计上涨107.4%，涨幅严重异常期间获自然人买入15.51亿元，占比75.81%；其中，中小投资者累计买入4.23亿元，占比20.69%。机构投资者累计买入4.95亿元，占比24.19%。,2026-02-05 17:10:57,https://finance.eastmoney.com/a/202602053642834558.html
章源钨业上调2月上半月长单采购报价,【章源钨业上调2月上半月长单采购报价】2月5日，章源钨业公布2026年2月上半月长单采购报价：55%黑钨精矿67.00万元/标吨，55%白钨精矿66.90万元/标吨，仲钨酸铵（国标零级）97.00万元/吨，较2026年1月下半月长单采购报价均有上调。,2026-02-05 17:08:12,https://finance.eastmoney.com/a/202602053642830612.html
小米汽车将辅助驾驶安全里程门槛降至300公里,【小米汽车将辅助驾驶安全里程门槛降至300公里】2月5日，小米汽车宣布，最新版本OTA已陆续推送，辅助驾驶安全里程门槛降低。小米汽车介绍，辅助驾驶安全里程门槛从1000km降至300km，设定这样的门槛，是为了让大家可以先逐步熟悉辅助驾驶功能，培养充分的安全意识。,2026-02-05 17:07:07,https://finance.eastmoney.com/a/202602053642827012.html
2026年春节期间港股通交易日安排发布,【2026年春节期间港股通交易日安排发布】深交所发布关于2026年春节期间深港通下的港股通交易日安排的通知，2月15日（星期日）至2月23日（星期一）不提供港股通服务，2月24日（星期二）起照常开通港股通服务。另外，2月14日（星期六）、2月28日（星期六）为周末休市。,2026-02-05 17:05:31,https://finance.eastmoney.com/a/202602053642821836.html
法国未来五年将投入超17亿欧元抗癌,【法国未来五年将投入超17亿欧元抗癌】法国国家癌症研究所当日发布《抗癌十年战略》第二份路线图，提出2026年至2030年，政府将拨付超过17亿欧元用于抗癌。,2026-02-05 17:05:00,https://finance.eastmoney.com/a/202602053642821576.html
英国将与微软合作构建深度伪造内容检测系统,【英国将与微软合作构建深度伪造内容检测系统】英国政府周四表示，将联合微软公司、学术机构及行业专家共同开发在线深度伪造内容识别系统。此举旨在为应对具有危害性和欺骗性的人工智能生成内容设立标准。,2026-02-05 17:03:41,https://finance.eastmoney.com/a/202602053642819924.html
11部门联合印发《关于提升境外人员入境数字化服务便利性的实施意见》,【国家网信办等11部门联合印发《关于提升境外人员入境数字化服务便利性的实施意见》】旨在打通境外人员入境数字化服务堵点、卡点，建立互联互通、包容普惠、标准互认的数字化服务体系，打造更加国际化、便利化的数字化服务环境，进一步扩大高水平对外开放，加快构建新发展格局。,2026-02-05 17:03:02,https://finance.eastmoney.com/a/202602053642828449.html
标普将SK海力士的长期信用评级从BBB上调至BBB+,标普将SK海力士的长期信用评级从BBB上调至BBB+。,2026-02-05 17:02:22,https://finance.eastmoney.com/a/202602053642817949.html
高通美股盘前跌超11%,高通美股盘前跌超11%。据财联社，公司二季度营收指引不及市场预期。,2026-02-05 17:01:48,https://finance.eastmoney.com/a/202602053642816985.html
泰国航空计划将中泰往返航班数量翻番,【泰国航空计划将中泰往返航班数量翻番】泰国航空首席商务官吉迪蓬5日表示，计划今年夏季将中泰往返航班数量由每周42班增至81班。泰航计划恢复至重庆和长沙的两条航线，还将开通一条飞往深圳的新航线，以满足市场需求，此外将增加北京和广州航线的航班频次。,2026-02-05 17:01:25,https://finance.eastmoney.com/a/202602053642815343.html
八部门：支持医药工业龙头企业、科研机构、投融资机构等走进民族药主产区,【八部门：支持医药工业龙头企业、科研机构、投融资机构等走进民族药主产区】工信部等八部门印发《中药工业高质量发展实施方案（2026-2030年）》提出，加快民族药产业现代化转型。鼓励搭建民族药产业合作交流平台，支持医药工业龙头企业、科研机构、投融资机构等走进民族药主产区，从管理、销售、技术、资金等方面为当地发展民族药产业赋能。,2026-02-05 17:00:48,https://finance.eastmoney.com/a/202602053642814193.html
工信部等八部门：加大中药工业企业上市培育力度,【工信部等八部门：加大中药工业企业上市培育力度】工信部等八部门印发《中药工业高质量发展实施方案（2026—2030年）》，方案提出，梯度培育卓越企业。加大中药工业企业上市培育力度，推动企业完善现代企业制度，健全公司治理结构。,2026-02-05 16:56:19,https://finance.eastmoney.com/a/202602053642804851.html
太阳能：未收到马斯克团队来访考察的相关通知,【太阳能：未收到马斯克团队来访考察的相关通知】太阳能2月5日在互动平台表示，公司未收到马斯克团队来访考察的相关通知，公司暂未开展商业航空业务。,2026-02-05 16:53:27,https://finance.eastmoney.com/a/202602053642794483.html
八部门：分批次挖掘具有突出临床价值的中成药潜力品种 培育一批新的中成药大单品,【八部门：分批次挖掘具有突出临床价值的中成药潜力品种 培育一批新的中成药大单品】工信部等八部门印发《中药工业高质量发展实施方案（2026-2030年）》提出，打造优质中成药名品。分批次挖掘具有突出临床价值的中成药潜力品种，培育一批新的中成药大单品。,2026-02-05 16:52:22,https://finance.eastmoney.com/a/202602053642791386.html
康沃尔金属获美政府2.25亿美元融资意向 将重启百年锡矿,【康沃尔金属获美政府2.25亿美元融资意向 将重启百年锡矿】康沃尔金属公司周四发布声明称，美国进出口银行已出具价值高达2.25亿美元的融资意向书，用于开发南克罗夫蒂矿场。,2026-02-05 16:51:28,https://finance.eastmoney.com/a/202602053642791013.html
八部门：建设高标准中药原料生产基地,【八部门：建设高标准中药原料生产基地】工信部等八部门印发《中药工业高质量发展实施方案（2026-2030年）》提出，建设高标准中药原料生产基地。引导中药工业龙头企业聚焦重点原料品种，充分发挥资金、技术、渠道等优势，在主产区因地制宜建设一批高标准中药原料生产基地。,2026-02-05 16:50:56,https://finance.eastmoney.com/a/202602053642790895.html
日本电子与材料企业麦克赛尔出售在华锂电池子公司,【日本电子与材料企业麦克赛尔出售在华锂电池子公司】日本电子与材料企业麦克赛尔（Maxell）4日发布公告称，将把生产锂离子电池的子公司无锡麦克赛尔能源有限公司出售给星河能源旗下全资子公司浙江兴寰控股有限公司。交易金额约4896万人民币，预计月内完成股权转让交割。,2026-02-05 16:49:41,https://finance.eastmoney.com/a/202602053642790492.html
八部门：运用人工智能、大数据等新一代信息技术 构建经典名方、名老中医经验方等特色方剂知识图谱和图神经网络,【八部门：运用人工智能、大数据等新一代信息技术 构建经典名方、名老中医经验方等特色方剂知识图谱和图神经网络】工信部等八部门印发《中药工业高质量发展实施方案（2026—2030年）》，方案指出，深度赋能中药新药研发。运用人工智能、大数据等新一代信息技术，构建经典名方、名老中医经验方等特色方剂知识图谱和图神经网络。,2026-02-05 16:49:14,https://finance.eastmoney.com/a/202602053642790334.html
八部门：打造中药饮片优势单品,【八部门：打造中药饮片优势单品】工信部等八部门印发《中药工业高质量发展实施方案（2026—2030年）》，打造中药饮片优势单品。强化道地药材应用，支持企业申报地理标志保护产品认证，精准定位核心单品，凸显产地属性和品质优势。,2026-02-05 16:48:20,https://finance.eastmoney.com/a/202602053642790274.html
大众汽车股价下跌3.2%,大众汽车股价下跌3.2%，势创自2025年9月以来最大单日跌幅。,2026-02-05 16:47:03,https://finance.eastmoney.com/a/202602053642787780.html
八部门印发《中药工业高质量发展实施方案（2026—2030年）》,【八部门印发《中药工业高质量发展实施方案（2026—2030年）》】到2030年，中药工业全产业链协同发展体系初步形成，重点中药原料持续稳定供应能力进一步增强，数智化、绿色化水平明显提升，一批关键技术取得突破，产业协同创新水平显著提高。,2026-02-05 16:44:56,https://finance.eastmoney.com/a/202602053642783279.html
外资热情不减！年内调研超百家A股公司 大摩称1月美欧共同基金流入超80亿美元,【外资热情不减！年内调研超百家A股公司 大摩称1月美欧共同基金流入超80亿美元】进入2月以来，A股在4100点展开拉锯，震荡调整将会延续到何时，A股后市又会怎么走？华尔街大行给出了最新预判。,2026-02-05 16:41:26,https://finance.eastmoney.com/a/202602053642780343.html
华海诚科：当前存储行业正迎来由AI驱动的超级周期 对公司经营具有正向积极影响,【华海诚科：当前存储行业正迎来由AI驱动的超级周期 对公司经营具有正向积极影响】华海诚科(688535)2月5日在互动平台表示，当前存储行业正迎来由AI驱动的超级周期，这一轮周期不仅带动存储芯片价格上涨，更重要的是通过先进封装技术推动封装材料产业链的量价齐升，对公司的经营具有正向积极影响。,2026-02-05 16:40:48,https://finance.eastmoney.com/a/202602053642778840.html
上海市政协委员、傅利叶董事长顾捷：优化支持政策 推动机器人在医养场景全面落地,【上海市政协委员、傅利叶董事长顾捷：优化支持政策 推动机器人在医养场景全面落地】2026年上海两会期间，上海市政协委员、上海傅利叶智能科技股份有限公司董事长顾捷积极履职，围绕具身智能产业建言献策。在应用场景上，他建议，强化“政产学研用”协同 ，推动机器人在医养场景全面落地。,2026-02-05 16:40:13,https://finance.eastmoney.com/a/202602053642779093.html
2月5日涨停复盘：56只股涨停 横店影视6天5板,【2月5日涨停复盘：56只股涨停 横店影视6天5板】涨停个股数量方面，今日共计56股涨停，另有19只个股盘中一度触及涨停，封板率74.67%。,2026-02-05 16:38:32,https://finance.eastmoney.com/a/202602053642775712.html
沃尔沃汽车大跌超18%,【沃尔沃汽车大跌超18%】当地时间2月5日9点12分，沃尔沃汽车股价大跌超18％。当日，沃尔沃汽车公布2025年第四季度及全年业绩。,2026-02-05 16:35:35,https://finance.eastmoney.com/a/202602053642772846.html
